product name ,comment,website name,label
Vitamin c serum,Vitamin C Serum This is the best Vitamin C serum! ,Kylie cosmetics,positive
Vitamin c serum,I love this serum so much! The smell is amazing and I definitely see a difference in my skin after using it!,Kylie cosmetics,positive
Vitamin c serum,Love this product leaves the skin so smooth and evens out skin tone,Kylie cosmetics,positive
Vitamin c serum,"The viramin c just gave my skin glow, really like it and recommend this product",Kylie cosmetics,positive
Vitamin c serum,"My face feels so fresh, clean and soft after every use. Not crazy about the smell but it is a bonus that it isn’t full of perfumes",Kylie cosmetics,positive
Vitamin c serum,I love this. it’s good for my sensitive skin too!,Kylie cosmetics,positive
Vitamin c serum,Amazing I love it. My skin always feels so much brighter and softer after using this product.,Kylie cosmetics,positive
Vitamin c serum,"Superior quality in comparison to other similar serums. I have the wash, toner, serum, and moisturizer from KYLIE that I use every night/morning - and wow my skin is beautiful!!!",Kylie cosmetics,positive
Vitamin c serum,I really like this serum. Not sticky and leaves skin looking healthy,Kylie cosmetics,positive
Vitamin c serum,"This is good for my skin, I really like this product!",Kylie cosmetics,positive
Vitamin c serum,"Great product, I have to use a Vitamin c serum with my face regularly to keep my skin tight and glowing",Kylie cosmetics,positive
Vitamin c serum,I work in healthcare and my face is a mess from wearing a mask 10 hours a day. My skin feels amazing since using this product.,Kylie cosmetics,positive
Vitamin c serum,"Can’t live without this now, my skin is soo much brighter it’s really helped with my acne scars and is very hydrating",Kylie cosmetics,positive
Vitamin c serum,Can’t live without it! Keeps my skin fresh and smooth!,Kylie cosmetics,positive
Vitamin c serum,This serum gives my skin such a healthy glow and smell is soo refreshing.,Kylie cosmetics,positive
Vitamin c serum,"I love this, glides on beautifully and makes my skin feel amazing!",Kylie cosmetics,positive
Vitamin c serum,I always have a couple of bottles on hand! This product and the eye cream take my skin care routine to the next level and leave my face glowing and youthful,Kylie cosmetics,positive
Vitamin c serum,I absolutely love this serum! Probably even obsessed. Makes my face feel like a cool fresh breeze of refreshed,Kylie cosmetics,positive
Vitamin c serum,One pump is all you need to really hydrates the skin and nourishes it!!,Kylie cosmetics,positive
Vitamin c serum,"So simple and effective, I have been using this product since it came out!",Kylie cosmetics,positive
Vitamin c serum,"i absolutely like kylie’s products, but the smell ain’t my favorite. but still love the product",Kylie cosmetics,positive
Vitamin c serum,I love everything about Kylie skin. You can never go wrong with anything !!!,Kylie cosmetics,positive
Vitamin c serum,This product absolutely makes my face feel and look balanced and refreshed I totally recommend!!!,Kylie cosmetics,positive
Vitamin c serum,I can already see results in 2 weeks of using this product,Kylie cosmetics,positive
Vitamin c serum,Best vitamin C serum I have used! Brightens and repairs - beautiful formula,Kylie cosmetics,positive
Vitamin c serum,"When Vitamin C Serum is applied, it is clean and fresh on the skin and very moisturizing. You get a brightened complex on the skin and youthful look",Kylie cosmetics,positive
Vitamin c serum,This Vitamin C Serum is really amazing it also helps me to get more Vitamin C and it feels really good to put on your face and it moisturizes your skin really good.,Kylie cosmetics,positive
Vitamin c serum,I love the vitamin C and the Kylighter but I’m not that crazy about the eye cream. It seems too thick not like Jlo’s which is light and creamy.,Kylie cosmetics,positive
Vitamin c serum,Absolutely love this product it gives such a lovely glow to my face.,Kylie cosmetics,positive
Vitamin c serum,"This serum is so nice! It leaves my face feeling soft and not oily, which I love!",Kylie cosmetics,positive
Vitamin c serum,"So far, it feels great with no unfavorable reactions. I will definitely purchase again! Packaging and bottle is aesthetically pleasing!",Kylie cosmetics,positive
Vitamin c serum,I have only used a few times but the skin looks brighter and the scent of product is great,Kylie cosmetics,positive
Vitamin c serum,"Really love the serum, looks and feels amazing! The only thing I don’t like is the smell. I wish it had a nice scent, smells like the dentist.",Kylie cosmetics,positive
Vitamin c serum,I absolutely love this product! I use it every morning after cleansing and before moisturizing.,Kylie cosmetics,positive
Vitamin c serum,LOVE LOVE LOVE LOVE LOVE! What other word can I use?! I’ve used this for about three days so far and my skin feels more luminous and camera ready without applying any sort of makeup,Kylie cosmetics,positive
Vitamin c serum,Get rid of rankles stay young with Kylie’s Vitamin C Serum,Kylie cosmetics,positive
Vitamin c serum,I do Recommend it to everybody I rate it? Totally 100%? Good product safe do use feels good in your skin,Kylie cosmetics,positive
Vitamin c serum,Love to mix this in with my fav moisturizer! It has made my skin feel so amazing and bright!,Kylie cosmetics,positive
Vitamin c serum,Vitamin C is a powerhouse skincare ingredient to even pigmentation and it’s anti aging benefits.,Kylie cosmetics,positive
Vitamin c serum,If Kylie got one thing right it’s this vitamin c serum! I use this every morning.,Kylie cosmetics,positive
Vitamin c serum,I love vitamin C serums and this one actually works great. I was skeptical at first but honestly worked great for my skin.,Kylie cosmetics,positive
Vitamin c serum,Works great although you don’t need much because it’s extremely shiny and goes fast!!!!,Kylie cosmetics,positive
Vitamin c serum,I absolutely love it!!!! IMy face feels and looks amazing!! Kylie has amazing products. I love everything I have ordered,Kylie cosmetics,positive
Vitamin c serum,"This serum is life changing. My face feels smooth, soft & tight. I use it daily with my other Kylie skin products",Kylie cosmetics,positive
Vitamin c serum,"This serum is amazing, it helped correct a lot of my dark spots from acne ive previously had & it smells amazing",Kylie cosmetics,positive
Vitamin c serum,I absolutely hands down am in LOVEEEEE with this serum!,Kylie cosmetics,positive
Vitamin c serum,I have seen videos where they say that vitamin c is good for your skin and I’ve seen that they had this.,Kylie cosmetics,positive
Vitamin c serum,"I got to try this at my friends house because she had bought it, was really nice kept my eyes super hydrated and less puffy?",Kylie cosmetics,positive
Vitamin c serum,Only have used for about 4 weeks and I know it can take 6 weeks or more to get use to a new skincare routine,Kylie cosmetics,positive
Vitamin c serum,I absolutely love it!!!! IMy face feels and looks amazing!! Kylie has amazing products. I love everything I have ordered,Kylie cosmetics,positive
Vitamin c serum,I love this stuff. I really wasn't shopping for vitamin c but I bought the sample pack and tried it and I love it.,Kylie cosmetics,positive
Vitamin c serum,Love how this makes my skin look and feel! I’ve been using for a couple of months and definitely notice improvements.,Kylie cosmetics,positive
Vitamin c serum,It makes my skin feel amazing. I use it everyday and I see results.,Kylie cosmetics,positive
Vitamin c serum,"I love this serum!! It leaves my face feeling and looking youthful, soft and fresh.",Kylie cosmetics,positive
Vitamin c serum,Skin is so soft after use and it absorbs really quickly,Kylie cosmetics,positive
Vitamin c serum,The vitamin c serum makes my face so soft and smooth after 7days of use I love it so much,Kylie cosmetics,positive
Vitamin c serum,Help cleared my acne and does a great job at moisturizing your skin.,Kylie cosmetics,positive
Vitamin c serum,Really works!!! My daughter loves this and uses it daily,Kylie cosmetics,positive
Vitamin c serum,Won’t go with out it. I always have a backup bottle,Kylie cosmetics,positive
Vitamin c serum,The best serum on the market. I use the whole line and it’s done wonders for my skin. I don’t go a single day without using this,Kylie cosmetics,positive
Vitamin c serum,Wow! my skin feel amazing after only a week of using this! I love it,Kylie cosmetics,positive
Vitamin c serum,Just need alittle bit and it goes a long way I use everyday.,Kylie cosmetics,positive
Vitamin c serum,Really amazing quality and it’s improved my acne so much!!!,Kylie cosmetics,positive
Vitamin c serum,Love the way this makes my skin feel especially after a day in the sun.,Kylie cosmetics,positive
Vitamin c serum,Absolutely amazing product!! I’ve been using it for a year now and am never using anything else. My skin is glowing and just looks nice and even,Kylie cosmetics,positive
Vitamin c serum,I love it smells so good has my skin flaw less and i only ise a lil of it each day twice a day,Kylie cosmetics,positive
Vitamin c serum,This whole skin care line is amazing!,Kylie cosmetics,positive
Vitamin c serum,one of the best serums i have ever tried ! gives me the extra hydration i need. i love it,Kylie cosmetics,positive
Vitamin c serum,I absolutely love this serum! It keeps me hydrated! And it is very light with a nice smell to it!!,Kylie cosmetics,positive
Vitamin c serum,I love all the Kylie skin products I can’t wait for more to be added to the Australian website as I need it all,Kylie cosmetics,positive
Vitamin c serum,I have been searching for something for dry skin on my face and I finally found it! This cleared my dry skin in a few days,Kylie cosmetics,positive
Vitamin c serum,"Just few drops doing magic job, very happy, thank you",Kylie cosmetics,positive
Vitamin c serum,Vitamin c is great for the skin and helps with the collagen level of your skin,Kylie cosmetics,positive
Vitamin c serum,I cannot recommend this product enough! I use it morning and night and see such a glow and smoothness to my skin,Kylie cosmetics,positive
Vitamin c serum,Site really well on my face and has improved my skin so much!!!,Kylie cosmetics,positive
Vitamin c serum,Hi! I got this serum in a buddle with all other Kylie skin products. This serum was one of the best products that the pack came with along with the Kylie toner,Kylie cosmetics,positive
Vitamin c serum,"Amazing product. Recently I was having problems on my skin. I tried all natural creams and products to get rid of pimples, redness and other issues, but nothing was helping.",Kylie cosmetics,positive
Vitamin c serum,I love this product so much. My face is so smooth. I stop using it because I couldn’t afford another due to the pandemic. ,Kylie cosmetics,positive
Vitamin c serum,"Absolutely loved it, made my skin so glowy and feels amazing",Kylie cosmetics,positive
Vitamin c serum,The vitamin c serum works! The red blemish on my skin is gone and my skin is much better now,Kylie cosmetics,positive
Vitamin c serum,"I’m 44, and I love this serum! Makes my skin feel so hydrated and smooth. I have very dry skin and use it before applying moisturizer.",Kylie cosmetics,positive
Vitamin c serum,Im buying ea item as needed cuz i started the skincare set & startn to run out. I do love this vitamin C serum.,Kylie cosmetics,positive
Vitamin c serum,This is probably my favorite product out of the whole collection. My face feels so good after I use this 10/10 best vitamin C serum I’ve tried so far.,Kylie cosmetics,positive
Vitamin c serum,Has improved the look of my skin so much! Amazing!,Kylie cosmetics,positive
Vitamin c serum,This serum is amazing!!!! I have oily/dry skin so this is perfect it definitely gives my skin so moisture without being to heavy on my skin,Kylie cosmetics,positive
Vitamin c serum,I tend to get a lot of redness in my cheeks. After my first purchase of the vitamin c serum I noticed a major difference.,Kylie cosmetics,positive
Vitamin c serum,This product feels good on the skin and really helps even out complexion plus it reduces fine lines!,Kylie cosmetics,positive
Vitamin c serum,"It smells awful, but gives results. My skin looks way better since I've been using it. Brighter, more even skin tone.",Kylie cosmetics,positive
Vitamin c serum,This along with 2 other products has help improve my skin,Kylie cosmetics,positive
Vitamin c serum,I love this serum. It's light and you don't need much of it to cover your face,Kylie cosmetics,positive
Vitamin c serum,I love the vitamin c serum. It makes my face bright and soft. It’s soothing. I really enjoy it!,Kylie cosmetics,positive
Vitamin c serum,This smells so good and i can assist see a difference,Kylie cosmetics,positive
Vitamin c serum,Amazing amazing amazing serum ! Just love it ! It’s my first ever time I ever given a review for a product !,Kylie cosmetics,positive
Vitamin c serum,I have been using for about a week and so far so good. ,Kylie cosmetics,positive
Vitamin c serum,I have been using for about a week and so far so good. Seems to be working I apply first then hyaluronic and its a great combo,Kylie cosmetics,positive
Vitamin c serum,I love the vitamin C serum from Kylie Skin! I’m on my third bottle of it and keep going back for more,Kylie cosmetics,positive
Vitamin c serum,"This stuff, and the whole line, is AMAZING! I’m a healthcare worker and my skin had been so dry from the air and PPE",Kylie cosmetics,positive
Vitamin c serum,"I absolutely love this product but it does have a weird smell which I’m not fond of but the product is fantastic
",Kylie cosmetics,positive
Vitamin c serum,Since pairing with the the moisturizer my face is way softer and visibly more even in skin tone.,Kylie cosmetics,positive
Vitamin c serum,I use this every morning mixed with the hyaluronic acid serum and I love it,Kylie cosmetics,positive
Vitamin c serum,Makes your skin so dewy! And glowy! It’s amazing! It’s reduced my eye bags and has given my skin a shine that’s healthy and radiant,Kylie cosmetics,positive
Vitamin c serum,It is amazing! I never used skin products before a when I always tried it made my skin awful. The kylie skin range is the best and I’m OBSESSED,Kylie cosmetics,positive
Vitamin c serum,Makes me feel refreshed and gives a nice glow to my skin,Kylie cosmetics,positive
Vitamin c serum,"My skin feels like my youth is back! The softness is amazing, my skin is clear and appears brighter. This is my daily morning and night routine!",Kylie cosmetics,positive
Vitamin c serum,I love it! I put it every day and it soaks so well on the skin and makes me feel SO GOOD!!! This is my third time purchasing this product and its so worth it:),Kylie cosmetics,positive
Vitamin c serum,Putting this one feels like im the goddess of self care,Kylie cosmetics,positive
Vitamin c serum,Brightens up your skin! Such pretty packaging too.,Kylie cosmetics,positive
Vitamin c serum,"Amazing product made my skin sooo soft, after wearing masks all day at work I wanted to try this and soo please with the results",Kylie cosmetics,positive
Vitamin c serum,Love this ! Smells amazing and leaves my skin feeling so good. This was my first time using and I think everything about this product is amazing,Kylie cosmetics,positive
Vitamin c serum,"It’s amazing product, it made my skin so soft and glowing. Thank you",Kylie cosmetics,positive
Vitamin c serum,MY HOLY GRAIL! My favorite thing to put on every morning and every night,Kylie cosmetics,positive
Vitamin c serum,This stuff is great. A little goes a long way. And you can really tell a difference.,Kylie cosmetics,positive
Vitamin c serum,Love applying the vitamin C Serum after my toner and eye cream. Leaves my face looking bright with glowing skin all day long!,Kylie cosmetics,positive
Vitamin c serum,"I typically use very expensive skincare, however this serum was a great surprise. After 4 uses I can see the positive impact on my sensitive skin",Kylie cosmetics,positive
Vitamin c serum,"Amazing product. Once been using it for almost 2 weeks now and my skin is brighter, more hydrated and just feels amazing.",Kylie cosmetics,positive
Vitamin c serum,Love this Serum I Applied before bed my skin feels amazing in the morning,Kylie cosmetics,positive
Vitamin c serum,Beautiful product only need tiny amount and skin feels amazing,Kylie cosmetics,positive
Vitamin c serum,"My skin has become so plump and shiny, this is the holy grail!",Kylie cosmetics,positive
Vitamin c serum,This Vitamin C Serum is my new favourite product by far,Kylie cosmetics,positive
Vitamin c serum,"Magnificent , Love this product , I’ve had compliments after using this product",Kylie cosmetics,positive
Vitamin c serum,I saw immediate results in the appearance of my skin. I received so many compliments on how great my skin looked after just a few days.,Kylie cosmetics,positive
Vitamin c serum,LOVE this. So moisturising and refreshing. Initially I didn’t like the smell but you get used to it and isn’t overpowering at all.,Kylie cosmetics,positive
Vitamin c serum,I love the vitamin c it makes your skin so bright.,Kylie cosmetics,positive
Vitamin c serum,Nice rejuvenating serum for daily skincare routine. Improves skin color,Kylie cosmetics,positive
Vitamin c serum,"I literally cant live without this - its AMAZING. I use it every day - morning and night, along with the moisturizer and the eye cream",Kylie cosmetics,positive
Vitamin c serum,"Cruelty free, non greasy, smooth finish and uplifting smell.",Kylie cosmetics,positive
Vitamin c serum,Adding this serum to my morning routine has been gaming changing for me,Kylie cosmetics,positive
Vitamin c serum,This product is the best of its kinda! Leaves my skin looking good without feeling like I have product on,Kylie cosmetics,positive
Vitamin c serum,It makes my skin so soft. I just loved it from day 1,Kylie cosmetics,positive
Vitamin c serum,I was skeptical about the brand in general but it’s proven to be so so amazing. My skin is fairly normal but dull with some sun spots here and ther,Kylie cosmetics,positive
Vitamin c serum,I have such oily skin and have never been able to get it under control. This serum has helped me quickly and is better then any other product!,Kylie cosmetics,positive
Vitamin c serum,Since using this I definitely notice a difference.,Kylie cosmetics,positive
Vitamin c serum,I have a really bad skin and this serum helped me treat my scars! By far the best vitamin C serum I ever purchased,Kylie cosmetics,positive
Vitamin c serum,"I am OBSESSED with this vitamin C serum!! I have been trying to find an affordable vitamin C for a while now, and since I’m a beginner to skincare",Kylie cosmetics,positive
Vitamin c serum,I’ve been using Korean serum for the last 4 years but fancied a change and omg this was brilliant! The texture isn’t too heavy or light and had a pleasant smell,Kylie cosmetics,positive
Vitamin c serum,I was never someone who used serum before trying Kylie Skin and this is honestly a game changer! My skin just feels so soft and smooth and nourished,Kylie cosmetics,positive
Vitamin c serum,My skin has never felt as amazing as it does when I used Kylie skin products,Kylie cosmetics,positive
Vitamin c serum,"Absolutely loving this Serum on my mature aged skin, I am feeling so fresh and bright already.",Kylie cosmetics,positive
Vitamin c serum,I LOVE LOVE THIS!!! Leaves your skin so so soft!!!,Kylie cosmetics,positive
Vitamin c serum,This product has helped my skin feel so refreshed and really improved my skin tone,Kylie cosmetics,positive
Vitamin c serum,I really love the Vitamin C serum,Kylie cosmetics,positive
Vitamin c serum,"So, Happy! My face feel rejuvenated with each use.",Kylie cosmetics,positive
Vitamin c serum,It runs into your skin very well and is no -greasy.,Kylie cosmetics,positive
Vitamin c serum,The luxurious feel on your skin. Leaves your skin so smooth,Kylie cosmetics,positive
Vitamin c serum,I am in love with this serum. I have the most annoyingly sensitive skin and this has helped so much!,Kylie cosmetics,positive
Vitamin c serum,It’s amazing even for oldest skin ! Very good quality,Kylie cosmetics,positive
Vitamin c serum,Love this ! Smells amazing and leaves my skin feeling so good. This was my first time using and I think everything about this product is amazing,Kylie cosmetics,positive
Vitamin c serum,"It’s amazing product, it made my skin so soft and glowing. Thank you",Kylie cosmetics,positive
Vitamin c serum,MY HOLY GRAIL! My favorite thing to put on every morning and every night,Kylie cosmetics,positive
Vitamin c serum,This stuff is great. A little goes a long way. And you can really tell a difference.,Kylie cosmetics,positive
Vitamin c serum,Love applying the vitamin C Serum after my toner and eye cream. Leaves my face looking bright with glowing skin all day long!,Kylie cosmetics,positive
Vitamin c serum,"I typically use very expensive skincare, however this serum was a great surprise. After 4 uses I can see the positive impact on my sensitive skin",Kylie cosmetics,positive
Vitamin c serum,"Amazing product. Once been using it for almost 2 weeks now and my skin is brighter, more hydrated and just feels amazing.",Kylie cosmetics,positive
Vitamin c serum,Love this Serum I Applied before bed my skin feels amazing in the morning,Kylie cosmetics,positive
Vitamin c serum,Beautiful product only need tiny amount and skin feels amazing,Kylie cosmetics,positive
Vitamin c serum,"My skin has become so plump and shiny, this is the holy grail!",Kylie cosmetics,positive
Vitamin c serum,This Vitamin C Serum is my new favourite product by far,Kylie cosmetics,positive
Vitamin c serum,"Magnificent , Love this product , I’ve had compliments after using this product",Kylie cosmetics,positive
Vitamin c serum,I saw immediate results in the appearance of my skin. I received so many compliments on how great my skin looked after just a few days.,Kylie cosmetics,positive
Vitamin c serum,LOVE this. So moisturising and refreshing. Initially I didn’t like the smell but you get used to it and isn’t overpowering at all.,Kylie cosmetics,positive
Vitamin c serum,I love the vitamin c it makes your skin so bright.,Kylie cosmetics,positive
Vitamin c serum,Nice rejuvenating serum for daily skincare routine. Improves skin color,Kylie cosmetics,positive
Vitamin c serum,"I literally cant live without this - its AMAZING. I use it every day - morning and night, along with the moisturizer and the eye cream",Kylie cosmetics,positive
Vitamin c serum,"Cruelty free, non greasy, smooth finish and uplifting smell.",Kylie cosmetics,positive
Vitamin c serum,Adding this serum to my morning routine has been gaming changing for me,Kylie cosmetics,positive
Vitamin c serum,This product is the best of its kinda! Leaves my skin looking good without feeling like I have product on,Kylie cosmetics,positive
Vitamin c serum,It makes my skin so soft. I just loved it from day 1,Kylie cosmetics,positive
Vitamin c serum,I was skeptical about the brand in general but it’s proven to be so so amazing. My skin is fairly normal but dull with some sun spots here and ther,Kylie cosmetics,positive
Vitamin c serum,I have such oily skin and have never been able to get it under control. This serum has helped me quickly and is better then any other product!,Kylie cosmetics,positive
Vitamin c serum,Since using this I definitely notice a difference.,Kylie cosmetics,positive
Vitamin c serum,I have a really bad skin and this serum helped me treat my scars! By far the best vitamin C serum I ever purchased,Kylie cosmetics,positive
Vitamin c serum,"I am OBSESSED with this vitamin C serum!! I have been trying to find an affordable vitamin C for a while now, and since I’m a beginner to skincare",Kylie cosmetics,positive
Vitamin c serum,Hi! I got this serum in a buddle with all other Kylie skin products. This serum was one of the best products that the pack came with along with the Kylie toner,Kylie cosmetics,positive
Vitamin c serum,"Amazing product. Recently I was having problems on my skin. I tried all natural creams and products to get rid of pimples, redness and other issues, but nothing was helping.",Kylie cosmetics,positive
Vitamin c serum,I love this product so much. My face is so smooth. I stop using it because I couldn’t afford another due to the pandemic. ,Kylie cosmetics,positive
Vitamin c serum,"Absolutely loved it, made my skin so glowy and feels amazing",Kylie cosmetics,positive
Vitamin c serum,The vitamin c serum works! The red blemish on my skin is gone and my skin is much better now,Kylie cosmetics,positive
Vitamin c serum,"I’m 44, and I love this serum! Makes my skin feel so hydrated and smooth. I have very dry skin and use it before applying moisturizer.",Kylie cosmetics,positive
Vitamin c serum,Im buying ea item as needed cuz i started the skincare set & startn to run out. I do love this vitamin C serum.,Kylie cosmetics,positive
Vitamin c serum,This is probably my favorite product out of the whole collection. My face feels so good after I use this 10/10 best vitamin C serum I’ve tried so far.,Kylie cosmetics,positive
