Product,Comment,Website,Label,sentiment
Lip Kit,"stays put
I have to wear red lipstick to work. This stays on all day, I rarely have to top it up.",kyliecosmetics,positive,0
Lip Kit,"love this!
Colour is great and stays all day. Have since purchased other colours !",kyliecosmetics,positive,1
Lip Kit,"love the lip kit
I love the shade, this is also super easy to use for someone who normally doesn't apply a liner.",kyliecosmetics,positive,1
Lip Kit,"totally worth the price
First time purchase and OMG why did I wait so long?!!! Hands down my favorite lip combo. The quality is amazing.",kyliecosmetics,positive,1
Lip Kit,"perfect mid blue pink
Looks very complementary on my fair cool tone middle aged skin",kyliecosmetics,positive,1
Lip Kit,"amazing shade
this is the best lip kit ever. very smooth, color is great, everything is just PERFECT.",kyliecosmetics,positive,1
Lip Kit,"love the lip kits
The go so smooth. I love they dont smudge and stay on for hrs!",kyliecosmetics,positive,1
Lip Kit,"its the perfect shade for day
Its the perfect shade for day to day wear and for going out! Love love love",kyliecosmetics,positive,1
Lip Kit,"love this shade
Its the perfect shade for day to day wear and for going out! Love love love",kyliecosmetics,positive,1
Lip Kit,"sweater weather
Perfect color for any occasion! I love these kits!",kyliecosmetics,positive,1
Lip Kit,"stunning red!
Bought this when it first came out. Such a stunning colour! ",kyliecosmetics,positive,1
Lip Kit,"amazing
I got a gift from my friend , i loved it. Looking forward to try new more shades!",kyliecosmetics,positive,1
Lip Kit,"nothing better
Im still obsessed with these lip kits 10 years later. Candy K, Posie K, and Dolce K are originals and always my go to!!! I love them",kyliecosmetics,positive,1
Lip Kit,"beautiful colour
Beautiful and long lasting colour.. always get loads of compliments when wearing this shade",kyliecosmetics,positive,1
Lip Kit,"lip kits
I love kylie lip kits .They apply very well and stay on for hours.The colors are great too.",kyliecosmetics,positive,1
Lip Kit,"great lip kit
One best lip kits, stays on nearly all day,just did one touch up .Highly recommend",kyliecosmetics,positive,1
Lip Kit,"goodie og
Third set to buy. I love the natural look and how it can be matte or glossy with the lip oils. Definitely a goodie",kyliecosmetics,positive,1
Lip Kit,"love
I am so happy it lasts so long and is super creamy!!",kyliecosmetics,positive,1
Lip Kit,"amazing
I love my Kylie lip kits! They stay on for long and look absolutely gorgeous!",kyliecosmetics,positive,1
Lip Kit,"beautiful
I absolutely love this lip kit its the perfect shade of pink I always carry it with me I would totally recommend and totally repurchase!!!",kyliecosmetics,positive,1
Lip Kit,"bite me lip kit
im in love!!! i always wear this lip kit every night when i have the chance. makes me feel that feminine power lol ((:",kyliecosmetics,positive,1
Lip Kit,"great! long lasting!!
The beeest lip kit ever, I can wear it for a whole night out without having to redo my lips!",kyliecosmetics,positive,1
Lip Kit,"lip kits
they are long lasting and pigmented! definitely recommend!",kyliecosmetics,positive,1
Lip Kit,"amazing
The formula is so creamy and long lasting I have repurchased the shade Kylie everytime I run out",kyliecosmetics,positive,1
Lip Kit,"great lipstick
Great lip kit is very easy to wipe off but great product",kyliecosmetics,positive,1
Lip Kit,"lip kit
The quality of Kylie cosmetics is amazing and it is surprisingly affordable!",kyliecosmetics,positive,1
Lip Kit,"lip kits!
These lip kits are amazing I got some for Christmas and are the only thing I wear!",kyliecosmetics,positive,1
Lip Kit,"super
This lip kit are super, I like the way it looks on my lips and they are long lasting",kyliecosmetics,positive,1
Lip Kit,"nice colour
I really like the colour and lip liner however I do find it dry and pricey",kyliecosmetics,positive,1
Lip Kit,"amazing 
I received my first order from kylie cosmetics, I purchased 2 matte kits and 2 matte lipstick, honestly the best lipsticks Ive purchased, will 100% be ordering more",kyliecosmetics,positive,1
Lip Kit,"lil kit
ALWAYS love the lip kits! Beautiful colors that stay on all day including with eating and drinking!",kyliecosmetics,positive,1
Lip Kit,"lip kit
This goes on so smooth! Bought the sharpener and its a great pair",kyliecosmetics,positive,1
Lip Kit,"so gorgeous!!!
This is literally the best nude shade ever. Usually I combine candy k lipstick with bare velvet lip liner to create a perfect nude lips. I love it!!!",kyliecosmetics,positive,1
Lip Kit,"perfect shade!
I bought this at Ulta Beauty and literally fell in love with the lip combo. Its honestly the perfect everyday lip kit!",kyliecosmetics,positive,1
Lip Kit,"love it
Lasts super long! I wore this and it lasted the whole day and didnt smudge as much!",kyliecosmetics,positive,1
Lip Kit,"true to color!
I just bought this and was super impressed by how long it stayed on. This does not budge! And it's true to the color on the site, a cool neutral. I love!!",kyliecosmetics,positive,1
Lip Kit,"my ultimate lip kit!
Love this lip kit, use it pretty much use it everytime I put my makeup on, it lasts all day! Even after eating, it doesnt move!",kyliecosmetics,positive,1
Lip Kit,"amazing!
I got this as a gift a few months back and Im in love.",kyliecosmetics,positive,1
Lip Kit,"flatters any pout
Oh my this feels like butter on your lips. Its the best shade truly flattering on my lips. Can wear with anything! Moisturizes so well and doesnt feel greasy or sticky. I couldnt get enough of it",kyliecosmetics,positive,1
Lip Kit,"great consistency and pretty shade
So cute! love the packaging and formula. The best there is.",kyliecosmetics,positive,1
Lip Kit,"color bite me
Long lasting lovely colors. Love the shade and the consistency",kyliecosmetics,positive,1
Lip Kit,"lips
Have a few colours love them all, last well. easy to apply",kyliecosmetics,positive,1
Lip Kit,"dolce k lip liner is my go to with some gloss
10/10 love the Matte duo this color is the best!!!",kyliecosmetics,positive,1
Lip Kit,"perfect combo
I love how smooth the Matte Lip kit goes on and get plenty of compliments",kyliecosmetics,positive,1
Lip Kit,I love the lip kits! Ive been purchasing them since Kylie released them years ago!,kyliecosmetics,positive,1
Lip Kit,"amazing coverage and color.
The color and wearability of this shade are amazing. Does NOT bleed into fine lines. My very favorite color that looks amazing with anything.",kyliecosmetics,positive,1
Lip Kit,"amazing product
I was given this as a gift and I am completely obsessed!!!!",kyliecosmetics,positive,1
Lip Kit,"kylie old color jordy was wayyyyy better ccxxxxx
Lip liner keeps breaking. Waste of money bbbbbbbbbbbb",kyliecosmetics,positive,1
Lip Kit,"it's a must try
I absolutely love the color I love that it is easy to open easy to use it stays on all day long the sense is absolutely amazing there's so many different colors to choose from",kyliecosmetics,positive,1
Lip Kit,"color
The lip kit last all day and I love the color. I wear it everyday and everywhere. It works from work to play.",kyliecosmetics,positive,1
Lip Kit,"sweater weather is one of the prettiest shades!
So excited for my first lip kit! Perfect and smooth",kyliecosmetics,positive,1
Lip Kit,"my favourite combo
Bought this a few times and will always repurchase. My favourite colour combo",kyliecosmetics,positive,0
Lip Kit,"love it !
Love how this color pops on my small lips and the liner glides on so effortlessly and is smooth like butter",kyliecosmetics,positive,1
Lip Kit,"Love this lipstick & lip pencil set, looks so good on",kyliecosmetics,positive,1
Lip Kit,"pretty colour
matte lasts long and bold colours have to reapply a some times if eating or drinking",kyliecosmetics,positive,1
Lip Kit,"best lipstick there is!
I bought my first one to try and instantly fell in love!!",kyliecosmetics,positive,1
Lip Kit,"my fave lip product
Love love love this lip kit!! so smooth and lasts through dinner and drinks",kyliecosmetics,positive,1
Lip Kit,"definatley worth the money!
Amazing lip kit, stays on all day! Without havinh to reapply once!",kyliecosmetics,positive,1
Lip Kit,"super creamy & long lasting
I bought this about a year ago and it is my favorite shade. The formula is amazing and its so creamy on your lips. Not drying at all, and its long lasting! Please never stop making this shade!!",kyliecosmetics,positive,1
Lip Kit,"the best!
Just WOW! The texture of these products are very unique and wonderful. The best lip kits out there.",kyliecosmetics,positive,1
Lip Kit,"creamy and stays on!!
Been buying this lip kit for years and it never disappoints! Great shades, stays on for a whole night out and is super creamy. Just wish they would sell the lip liners separately",kyliecosmetics,positive,1
Lip Kit,"last all day long
I love it, it last all day long no matter if Ive eaten or had something to drink it stays on",kyliecosmetics,positive,1
Lip Kit,"my favorite color
I use it every day. Does not dry lips. The pencil runs out quickly",kyliecosmetics,positive,1
Lip Kit,"absolutely the best
I received this product as a gift, mind you I have not wore anything on my lips since Covid, this is a game changer!!! Very light and long lasting",kyliecosmetics,positive,1
Lip Kit,"love it
Lips stand out. Love the liners and the shade. Didnt realize i needed sharperner. So make sure to order packaging was cute",kyliecosmetics,positive,1
Lip Kit,"pretty
Very pigmented and great for every day looks. I get so many compliments when i wear this. It has a smooth and easy to apply texture. Each color i own seems to have a consistent texture.",kyliecosmetics,positive,1
Lip Kit,"lush colour
Ordered 10 of the same for a cheerleading team, was worn on Saturday for their competition and all athletes looked amazing with it on and it stayed on really well",kyliecosmetics,positive,1
Lip Kit,"the go to
Beautiful color, long last wear & soft feel on lips",kyliecosmetics,positive,1
Lip Kit,"beatiful
Best purchase ever made, I loved it, I'm very happy",kyliecosmetics,positive,1
Lip Kit,"all day wear!!
I love these sets. They last all day with one application in the morning when Im getting ready for work. I have even been raving about them on Facebook to my friends.",kyliecosmetics,positive,1
Lip Kit,"best celebrity makeup brand
I love Kylie cosmetics so much Im a huge fan for life!!",kyliecosmetics,positive,1
Lip Kit,"the best lip product ive tried
long lasting, easy to apply, the prettiest shades, pretty packaging",kyliecosmetics,positive,1
Lip Kit,"flawless
Easy application, lasts all day, beautiful natural shade",kyliecosmetics,positive,1
Lip Kit,"great purchase
I love the quality, its very smooth on the lips. Its my favorite lip company.",kyliecosmetics,positive,1
Lip Kit,"stunning 
I got a lot of compliments on my new lip kit. Really love it",kyliecosmetics,positive,1
Lip Kit,"great lipstick
I bought this a month ago and its honestly my fav! The color, the pigment & the feel. Its not drying whatsoever, i love it.",kyliecosmetics,positive,1
Lip Kit,"smooth lip kit.
I love this lip kit. Perfect nude shade. Highly pigmented and does not dry up. Gonna buy it more.",kyliecosmetics,positive,1
Lip Kit,"first lip kit
I got the shade bad lil thing for free in my last order, and I want more shades now.",kyliecosmetics,positive,1
Lip Kit,"stunning lip combo, that i've ever had
I bought this product in April, and now i'm using this with the best emotions! Lip liner so soft and doesn't smear throughout the day! And the best matte lipstick!",kyliecosmetics,positive,1
Lip Kit,"long day wear
First time buying a Kylie lip kit and I am in love. I rolled and smoked blunts all day and my lipstick is still perfect",kyliecosmetics,positive,1
Lip Kit,"fav lipstick ever
Love the dolce k tone! I'm coming back for more after many years of using it.",kyliecosmetics,positive,1
Lip Kit,"candy k!
Perfect pinky nude! Have been repurchasing for years! ",kyliecosmetics,positive,1
Lip Kit,"it's gorgeous.
i love this kit so much!! i want to buy more, thank you so much, Kylie!!!",kyliecosmetics,positive,1
Lip Kit,"kissable lips
This lipstick last me even after kissing my Boyfriend.",kyliecosmetics,positive,1
Lip Kit,Love the texture on my lips and the fact that it literally lasts me a whole night out without having to reapply!,kyliecosmetics,positive,1
Lip Kit,"cute!!
Very pigmented, this formula is better than majority Ive used. Love the color!",kyliecosmetics,positive,1
Lip Kit,"poppin red
Love the product. Stays on longer than other products Ive used before",kyliecosmetics,positive,1
Lip Kit,"mrs
The lip stick is color perfect ! A dream come true",kyliecosmetics,positive,1
Lip Kit,"matches description
Definitely a favorite, can't go wrong with a Kylie lip kit! Love Koko K color and matte finish",kyliecosmetics,positive,1
Lip Kit,"luscious lips!!!
I absolutely LOVE the lip kits!! They make my lips look full and luscious!!",kyliecosmetics,positive,1
Lip Kit,"longetivity
I love how long the lipstick lasts! Well done Kylie!",kyliecosmetics,positive,1
Lip Kit,"just okay.
Mediocre product that comes off after less than one hour. The color is not as vibrant as pictures. The lip liner doesnt really match the color of the lip blush either. Just ok. But you have to constantly reapply.",kyliecosmetics,neutral,1
Lip Kit,"it was okay
It was okay x didnt stay in place as long as stated",kyliecosmetics,neutral,1
Lip Kit,"different undertone
Diffrent undertone than photo,almost a compldifferent color",kyliecosmetics,neutral,0
Lip Kit,"big lip problems :)
I prefer the matte kits, the matte kits keep my lips in place this liner causes smearing and melting onto face a little but if i stay on top of it, it is fine, big lip problems.",kyliecosmetics,neutral,1
Lip Kit,I expected better for the formula. It still drys your lips and color is very faded.,kyliecosmetics,neutral,1
Lip Kit,"good and bad
Very nice texture, lasts all day. Only downside it dries the lips terribly it's a shame because I only wearing kylie ´s lips",kyliecosmetics,neutral,1
Lip Kit,"Lip liner is good, glides smoothly, long lasting. Lip blush doesnt last, transfer lot. It's like moose, creamy",kyliecosmetics,neutral,1
Lip Kit,"broken
My lip liner came broken. Its a beautiful shade and really nice quality. But so sad that the lip liner is broken",kyliecosmetics,negative,1
Lip Kit,"lip blush and matte liquid lipstick
While it smells delicious and goes on fabulous, the color is much lighter than what I bought. Im super disappointed because the shade is too light for me to wear",kyliecosmetics,negative,1
Lip Kit,"not the same
This lip kit is OK but I still have some of the old ""sister sister "" and the old color is WOW! But I'm buying this until I can find a dupe for the old version.",kyliecosmetics,negative,1
Lip Kit,"kyle lip blush kit
It doesnt sit right on your lip. It dries up fast then wears of and your lips look wierd",kyliecosmetics,negative,0
Lip Kit,"disappointed
Does not stay on long at all, it came off as soon as I drank something",kyliecosmetics,negative,0
Lip Kit,"be aware, unable to return / exchange. it's policy
Did not stay on well but was good for the first four hours.",kyliecosmetics,negative,1
Lip Kit,"this shade does not look like them in person
Color is not the same as advertised. Way too off. Asked for exchange of color. They denied to refund or exchange. Literally, I lost my money.",kyliecosmetics,negative,0
Lip Kit,"disappointed
I looked forward to trying Kylie lip kit in booked and busy. ",kyliecosmetics,negative,0
Lip Kit,"late delivery, no option to return
I paid extra for an expedited delivery, but still got my order very late.",kyliecosmetics,negative,0
Lip Kit,not a fan!!!,kyliecosmetics,negative,0
Lip Kit,"color doesnt stick
Dont like color and gloss color doesnt stay too well. Disappointed",kyliecosmetics,negative,1
Lip Kit,"waste of money. does not last
Did not last through a single meal let alone an entire day. Absolute waste of money and trash product.",kyliecosmetics,negative,0
Lip Kit,"terrible
it arrived totally dry and had to throw it out. do not buy",kyliecosmetics,negative,0
Lip Kit,"terrible lip kits and waste of money. no refunds!
Was not satisfied with the lip kits. Colors are not as advertised.",kyliecosmetics,negative,0
Lip Kit,"disappointing
It doesnt stay at all. For this price I would have expected it to be a long stay and not coming off every time my lips touch anything. What a waste.",kyliecosmetics,negative,0
Lip Kit,"half of the product
It was half of the product! It was literally half empty.",kyliecosmetics,negative,0
Lip Kit,"lip blush
The lip blush is completely dried out with hardly any product in the container. I would not recommend buying this product.",kyliecosmetics,negative,0
Lip Kit,will not be a return customer,kyliecosmetics,negative,0
Lip Kit,"dont buy her lip kits
This sucks butt. Terrible quality absolute waste of money",kyliecosmetics,negative,0
Lip Kit,"i will never purchase from her company again
I personally had a very bad experience shopping with Kyle's cosmetics the color look like nothing in the picture they do not give returns which I think is absolutely ridiculous",kyliecosmetics,negative,1
Lip Kit,"lip blush does not last at all!
I LOVE the colour and it is moisturizing and buildable to a degree. ",kyliecosmetics,negative,1
Lip Kit,"dislike
I am using Kylie lip-kits Since any years now, and I was always very Happy with my purchase, except this time. ",kyliecosmetics,negative,1
Lip Kit,"kylie lip blush kit
Dieses Produkt war sehr angenehm und nicht zu trocken auf den Lippen. Die Farbe ist sehr schön und sieht sehr schön auf den Lippen aus.",kyliecosmetics,positive,0
Lip Kit,"lip kit
I really love it, the shade is like pink nude color",kyliecosmetics,positive,1
Lip Kit,"perfect shade and formula
This is the perfect shade for me! I'm so happy I finally found it. In love with the formula",kyliecosmetics,positive,1
Lip Kit,"i have wore many lipsticks and kylie is the best..
Amazing lip kit. My first purchase. Best money spent.",kyliecosmetics,positive,1
Lip Kit,"feels great!
Absolutely love how this looks and feels! Its so smooth and is not dry on my lips. The color was so pretty. Overall I love the feel of it, and will be purchasing more.",kyliecosmetics,positive,1
Lip Kit,Amazing formula. Feels so light and soft on your lips and is a really nice colour for winter.,kyliecosmetics,positive,1
Lip Kit,"so smooth
Best lip blush goes on so smooth and smells so good !",kyliecosmetics,positive,1
Lip Kit,"lippie
Beautiful natural colors that look stunning and glamorous",kyliecosmetics,positive,1
Lip Kit,"my new favorite!
Absolutely love the look Ams feel of this lipstick. Def spent dry out my lips like other matte lipsticks and looks gorgeous on my lips",kyliecosmetics,positive,1
Lip Kit,"fabulous 
I love it!It is so smoothie,clean.For those who want clean face ",kyliecosmetics,positive,1
Lip Kit,"comfortable and cute!
Omg I live for these. Comfortable and glides easily",kyliecosmetics,positive,1
Lip Kit,"sister sister lip blush kit
Love this lip blush - my lipstick doesnt bleed and looks great and stays on several hours without touch up. Will definitely be buying other colors!",kyliecosmetics,positive,1
Lip Kit,"great product
Love the texture and color , stays for hours and doesnt dry my lips",kyliecosmetics,positive,1
Lip Kit,"poc approved
I really loved the color on me. It stayed even after a couple of drinks and food. It pairs very well with my complexion (olive) and it was lightweight.",kyliecosmetics,positive,1
Lip Kit,"a must have
Love the color and it is extremely light weight. This is a must have in your makeup.",kyliecosmetics,positive,1
Lip Kit,"love it
amazing ...love it sooo much ...becaitiful colors ....ibadviced my friends as well they take some lipstick from mine which i bought",kyliecosmetics,positive,1
Lip Kit,"very good product
This shade is gorgeous, its kind of like a deep pink shade with brown added into it. It is very soft and extremely comfertable to wear. ",kyliecosmetics,positive,1
Lip Kit,"new go-to sister sister lip blush kit
My first time trying the new lip blush kit and I love the texture and how it doesnt make my lips feel dry. The shade Sister Sister is a perfect pigmented nude and my new everyday shade.",kyliecosmetics,positive,1
Lip Kit,"cant talk rn blush kit
Stunning , rich color which stayed put throughout dinner. No need to reapply after the meal. Easy to apply and dried quickly.",kyliecosmetics,positive,1
Lip Kit,"love it
Less permanent than the other lipkits but the way it wears off is just SO pretty! Really looks natural all the time even if color starts to fade. Also feels smoother on the lips compared to other lipkits",kyliecosmetics,positive,1
Lip Kit,"stunningggg
super pretty! the lipstick is non drying and has a soft matte finish however it is not transfer proof. i am obsessed with the colour too",kyliecosmetics,positive,1
Lip Kit,"amazing
It is the best liquid lip I have ever used. It stays on all day!",kyliecosmetics,positive,1
Lip Kit,"sister sister
My third!! Love it .. dont have much more to say! But the box want me to say more!",kyliecosmetics,positive,1
Lip Kit,"loved it
Love it, the color is beautiful and its not too drying",kyliecosmetics,positive,1
Lip Kit,"such lovely item
love love love defo recommend as its a good colour to use",kyliecosmetics,positive,1
Lip Kit,"love the quality
Excellent formula and lovely natural colour for both cool and warm skintones. The pencil is superstaying and comfortable. The tint is so gorgeous even as a blush!",kyliecosmetics,positive,1
Lip Kit,"gorgeous colour!
I am so happy with the colour and texture of the lip blush. Its soft on my lips and fees amazing. Simply gorgeous!",kyliecosmetics,positive,1
Lip Kit,"amazing!
goes so well with my skin tone and looks absolutely amazing! especially if you pair it with the kendall palette!",kyliecosmetics,positive,1
Lip Kit,"new favorite
Love this kit. Applies smoothly and has great staying power. I love the matte look.",kyliecosmetics,positive,1
Lip Kit,"sister sister lip blush kit
Perfect for people who are looking for matte lipstick with a softer finish. Beautiful color, great scent & texture, and lip liner lasts all day in most cases!!",kyliecosmetics,positive,1
Lip Kit,it looks matte but doesnt have that dry feeling and its a pretty shade,kyliecosmetics,positive,1
Lip Kit,"luxuriously soft!
By far the most luxurious lipstick to wear. Soft, silky, no tackiness or smell or taste. Last long. Love the duo combo for perfect lips every time!",kyliecosmetics,positive,1
Lip Kit,love the way it feels super nice shade doesnt feel dry,kyliecosmetics,positive,1
Lip Kit,"love the sister sister lip kit!!
This is my first time purchasing and I really like this lip kit! I have looked all over at natural feeling lip liners and lip stick. This combo is super cute for fall and makes your lips way soft. My favorite so far!",kyliecosmetics,positive,1
Lip Kit,"the best!
Lip liner is super long lasting and the lip blush color is absolutely perfect!",kyliecosmetics,positive,1
Lip Kit,"i like it
It's so beautiful! Very good quality! It's my favorite color again. I highly recommend it to you",kyliecosmetics,positive,1
Lip Kit,"lip blush
The formula is nicer than i expected and the colour is perfect",kyliecosmetics,positive,1
Lip Kit,"literally obsessed
Obsessed! Please make more shades of these lip blushes I love the formula, look and feel.",kyliecosmetics,positive,1
Lip Kit,"love
her BEST formula. GORGEOUS SHADE and kylie, please make sister sister permanent ",kyliecosmetics,positive,1
Lip Kit,"great kit
I love how smooth the lip liner glides on and matte lipstick stays on. Perfect shade",kyliecosmetics,positive,1
Lip Kit,"gorgeous
Perfect colour for fall and its long wearing. Cant wait to wear ist everyday.",kyliecosmetics,positive,1
Lip Kit,"amazing lip kit
I love this formula!!! The shade 'sister sister'is my favourite",kyliecosmetics,positive,1
Lip Kit,Obsessed with the color. Super lightweight. Transferreable but not horrible,kyliecosmetics,positive,1
Lip Kit,"10000/10
Its just amazing and i love the Color so much i wear it 24/7 !!!",kyliecosmetics,positive,1
Lip Kit,"the best!
I LOVE THIS SHADE AND FORMULA!!! Its so perfect!!!",kyliecosmetics,positive,1
Lip Kit,"love the shades but
I love the texture and longevity of the blush on the lips BUT it's not good value for money you hardly get much",kyliecosmetics,positive,1
Lip Kit,"wish it was sold as a separate
Wish Kylie sold the liner as separate- easily the best liner she has for middle eastern/brown",kyliecosmetics,positive,1
Lip Kit,"cute packaging and cute look in the lips
This lip combo is the perfect nude for my sisters lips , she adores the tone, the texture, the application. Its soft in the lips and matte in the ending.",kyliecosmetics,positive,1
Lip Kit,"the pigment is colorful and very powerful
Good color and pigment, coral in my case, not so hydrated",kyliecosmetics,positive,1
Lip Kit,"great feel and long lasting
The lip kits are fabulous. I love booked and busy. The lip liner however needs to be sharpened after 2 to 3 uses..so that is odd.",kyliecosmetics,positive,1
Lip Kit,"Its a great kit, smooth lip liner long lasting but doesnt last threw eating n all day like it claims",kyliecosmetics,positive,1
Lip Kit,"fits description
I love the color, I just wish it came in a matte finish",kyliecosmetics,positive,1
Lip Kit,"for the girlies who want to look good & feel good
Amazing shade and so comfortable to wear! I dont usually do a lip but I am from now on. It goes on creamy & lasts so long. I just wish there was more to the liner but thats not a big deal!",kyliecosmetics,positive,1
Lip Kit,"used better
Lip liner is amazing but the lipstick doesnt last",kyliecosmetics,positive,1
Lip Kit,"lip blush kit
The product is great but the lip blush does not last 8 hours it goes away easily but overall it was very good.",kyliecosmetics,positive,1
Lip Kit,"good, but not longlasting
Good color, shape. Not really longlasting, it is faded after a short meal",kyliecosmetics,neutral,1
Lip Kit,"great product
Lovely colour, lightweight feel, colour lasts a while",kyliecosmetics,positive,1
Lip Kit,"about the colour
It is a nice colour and I really love it it isnt like so bright that you notice it hard in a bad way",kyliecosmetics,neutral,1
Lip Kit,Love the colour. Feels so good and super comfortable. Wish it lasts as long as the matte lips but still love ,kyliecosmetics,neutral,1
Lip Kit,"trying something new
Soft flexible liquid lipstick. Beautiful color. There arent many colors yet, Id love a more neutral color option.",kyliecosmetics,neutral,1
Lip Kit,"sister sister love
Love the color and how creamy it feels on the lips, just wish it would last longer on the lips. Touch up required very often.",kyliecosmetics,neutral,1
Lip Kit,"just okay.
Mediocre product that comes off after less than one hour. The color is not as vibrant as pictures. The lip liner doesnt really match the color of the lip blush either. Just ok. But you have to constantly reapply.",kyliecosmetics,neutral,1
Lip Kit,"as described
Beautiful blush of shade like the name implies. Stays on and is comfortable",kyliecosmetics,positive,1
Lip Kit,"beautiful finish!
So smooth and vibrant! Long lasting & comfortable!",kyliecosmetics,positive,1
Lip Kit,Great pigmentation on the face and no scent. The pink packaging is one of my favorites.,kyliecosmetics,positive,1
Lip Kit,"more shades pls <3
long lasting, non transferable color. its soo good, was a lil hesitant but my fav lip kit type from kylie!",kyliecosmetics,positive,1
Lip Kit,"perfect
Pretty much the only lip kit I purchase. Color and stay is fantastic.",kyliecosmetics,positive,1
Lip Kit,"buttery smooth lips
love the lip blush kit, perfect for ombre lip or a full color application.",kyliecosmetics,positive,1
Lip Kit,"cute
I like it, but I thought I was more nude but is pretty color.",kyliecosmetics,positive,1
Lip Kit,"nice color
does not dry the lips, ideal for those who do not like persistent lipsticks",kyliecosmetics,positive,1
Lip Kit,"plush
It glides easily on my lips, lasts long and doesnt dry out",kyliecosmetics,positive,1
Lip Kit,"beautiful shade
In love with this! Honestly came so quickly, packaging is gorge",kyliecosmetics,positive,1
Lip Kit,"perfext
My favourite lipstick ever. Does not dry out your lips, finishes in a nice Matt colour that feels like a second skin.",kyliecosmetics,positive,1
