product,Comment,website,label,sentiment
Foaming facewash,This face wash is amazing I love the whole line from Kylie. It makes my sling so clean and takes away the day. I definitely would recommend this product to anyone. Its affordable and smells amazing.,kyliecosmetics,positive,1
Foaming facewash,"Ive tried out Kylies foaming face wash for about 3 weeks now. I like the size of the bottle, you get a good amount of product for the price. The smell is wonderful and its very light on the skin.",kyliecosmetics,neutral,1
Foaming facewash,"I havent noticed any poor concerns using it so far, I also havent noticed any difference in my skin as well. I think its a nice face wash but nothing ground breaking.",kyliecosmetics,neutral,1
Foaming facewash,"I was given this by a friend and I love it even though Im really not a fan but it makes my skin feel clean, I have oily skin and this absolutely helps that and doesnt feel drying",kyliecosmetics,positive,1
Foaming facewash,the only thing I can complain about and why it isnt a 5 star is the fragrance of it other than that perfect probably wont buy it though cause of price,kyliecosmetics,negative,1
Foaming facewash,Have to get another one of these . This takes off make up so easily! Only need a pump or 2. And stubborn mascara off! Havent tried the face creams . But this is definitely a winner for me,kyliecosmetics,positive,1
Foaming facewash,I wasnt expecting it to be this good to be honest! I got the small version in a box to try out first. And yes after cleaning my skin felt really good. I wouldnt use it to clean away makeup but overall its a good nice cleanser,kyliecosmetics,neutral,1
Foaming facewash,One word BEAUTIFUL its all vegan and cruelty free which is amazing! This foaming face wash contains powerful fruit extracts and coconut to foam so it doesnt strip your skin along with glycerin,kyliecosmetics,positive,1
Foaming facewash,Great for all skin types but really helps to promote clear skin. Ive used it for a few days now you only need one pump!,kyliecosmetics,positive,1
Foaming facewash,This is surprisingly good face wash. I usually dont like products in foam consistency but this one is nice and it really removes your makeup. Like for real- this can remove EL Doublewear foundation. And its super gentle to the skin too. For me its a win.,kyliecosmetics,positive,1
Foaming facewash,"Always glowing with my Kylie Skin routine. I love cleansing my face with my Kylie Skin products. This foaming face wash is so refreshing to use. It removes makeup from my face and lips, including Kylie Lip Kits.",kyliecosmetics,positive,1
Foaming facewash,Not may favorite face wash. Dont feel like it washes my face well. Leaves the skin soft. After not using it for a couple of months I noticed a change in the liquid in the bottle. It turned a way darker orange color. ,kyliecosmetics,negative,1
Foaming facewash,Great foaming face wash definitely recommend. it is not rough on skin and leaves a light glowy finish.,kyliecosmetics,positive,1
Foaming facewash,This face wash is okay.. definitely have to keep in a cool place because it will start turning brown otherwise maybe they can step up the product if the irritation of the eyes wasnt so bad i love how my face feels after i use the face wash but my eyes always end up irritated.,kyliecosmetics,neutral,1
Foaming facewash,I love this face wash!! I use it everyday after I take a shower and damn it makes my skin feel so soft!,kyliecosmetics,positive,1
Foaming facewash,"i absolutely love this product! my skin is usually pretty sensitive but this is gentle & does the job. i was skeptical about the foam wash at first but i think thats my favorite part, because its not harsh on the skin but removes dirt/makeup easily!",kyliecosmetics,positive,1
Foaming facewash,"Feels so great, doesnt strip skin. Didnt cause breakout after use. Smells great and packaging is super pretty. Foaming cleansers are so cool.",kyliecosmetics,positive,1
Foaming facewash,"Amazing! I love how the foam makes my face feel sooo soft ! This is really effective if you want a clean face! It is a little to pricey, but the package is really nice and I do recommend it for anyone that wants a clean face !",kyliecosmetics,positive,1
Foaming facewash,"Really enjoy using this face wash. I was surprised that my skin agreed with it. I did thing it was just another celebrity brand, but it had really cleared up my skin. Doesnt dry out my face and the foam feels really nice!",kyliecosmetics,neutral,1
Foaming facewash,"I received this in a subscription box. It was ok at first, but overtime I have started to dislike it. The smell is unpleasantits at least not overwhelming.",kyliecosmetics,negative,1
Foaming facewash,It has started to darken in color. It came almost clear in color and is now amber colored. I also feel like it has begun drying out my face. I would not purchase this product on my own for myself.,kyliecosmetics,negative,1
Foaming facewash,"Remove the makeup, leave the skin clean, the price is normal. You can get a better facial cleanser for the same price. Over time the product darkens and smells bad",kyliecosmetics,negative,1
Foaming facewash,Love how much it foams. This cleanser leaves my skin clean but without any residue or without leaving me with dry skin.,amazon,positive,1
Foaming facewash,"Been using this for years now since it was launched and has been a great addition to my skincare routine til now. This is the only cleanser that leaves my face smoother, gentler and softer after every use.i havent tried any other cleansers since I found Kylies foaming wash.",amazon,positive,1
Foaming facewash,"One pump and it goes a long way! Very smooth feeling afterwards, very impressive.",amazon,positive,1
Foaming facewash,"Love this face wash, doesnt leave your skin dry or sticky, also works for dry skin, doesnt make any red spots, it is really good, highly recommend it.",amazon,positive,1
Foaming facewash,Literally the best face wash and makeup remover. I wont use a different product ever again. Obsessed.,amazon,positive,1
Foaming facewash,"
This is the only face wash on the planet that doesnt break me out and keeps my skin perfect. Youll have a forever customer in me",amazon,positive,1
Foaming facewash,"
I have been using for over a year and I love this product. Keeps my skin feeling clean and soft.",amazon,positive,1
Foaming facewash,love this face wash i always get compliments on skin,nykaa,positive,1
Foaming facewash,"As someone who has combination skin and most face washes dry out my skin, this one has been great and helped clear up my skin almost instantly! Love the foam ration so it feels like you are actually cleaning your skin!",nykaa,positive,1
Foaming facewash,I absolutely love the foaming face wash. Its so silky smooth and works great,nykaa,positive,1
Foaming facewash,"Ive been purchasing this cleanser for years its By far the best cleanser
Ive ever tried leaves my face feeling fresh and clean not overbearing ,
perfect foam action better then the clarifying cleansers no break outs",nykaa,positive,1
Foaming facewash,"I'm happy with how the Kylie Cosmetics Foaming Face Wash performs as a gentle daily cleanser. It's great for maintaining clean and hydrated skin, but not everyone's skin is the same",nykaa,positive,1
Foaming facewash,I use this mainly to remove my makeup. It smells like nothing to me which I like but it does turn like a weird brown after a while and its no longer clear which is a little questionable.,nykaa,positive,1
Foaming facewash,It doesnt clean all my makeup off. Even after the makeup melting cleanser. If you use a cotton pad and astringent you still get makeup off after using both products. Im not a fan.,nykaa,positive,1
Foaming facewash,this is very effective on sensetive skin snd it has a nice scent it comes in cute packaging and has no harmful packaging and very aforddable ots rlly cute and deffo recommend,nykaa,positive,1
Foaming facewash,"This is really good face wash. It has a light pleasant scent, it foams well and takes off my make up. I have bought this again and again.",nykaa,positive,1
Foaming facewash,"I recently tried Kylie Cosmetics Foaming Face Wash, and it's quickly become a favorite in my skincare routine! This cleanser creates a rich, luxurious foam that thoroughly cleanses my skin without leaving it feeling tight or dry",nykaa,positive,1
Foaming facewash,"It effectively removes makeup, dirt, and oil, making my face feel incredibly clean and refreshed. The light, pleasant scent is a nice touch, and the formula is gentle enough for my sensitive skin. After using it, my skin feels soft, smooth.",nykaa,positive,1
Foaming facewash,Highly recommend if you're looking for a foaming face wash that delivers great results!,nykaa,positive,1
Foaming facewash,Ive been using the foaming face wash for a couple years and I love it. It keeps my face feeling fresh and clean. If I stop using it I can definitely tell a difference. Highly recommended.,nykaa,positive,1
Foaming facewash,I found this from Kylie skin. And it's pretty decent. Nice packaging and affordable price. It doesn't have a strong scent and do it's job. Give it a try,nykaa,positive,1
Foaming facewash,I absolutely LOVE Kylie's Foaming Fash Wash and have purchased it more times than I can count ,nykaa,positive,1
Foaming facewash,"I love this product so much, I just keep buying it over and over because it works, feels beautiful on my skin, takes off all my makeup, and smells heavenly. I just love it that much!",nykaa,positive,1
Foaming facewash,Love the way it cleans and leave your skin so smooth and soft.,nykaa,positive,1
Foaming facewash,This cleanser really works for me. I've always had trouble with my face being irritated by cleansers but not this one.,nykaa,positive,0
Foaming facewash,Love this face wash use it every day. The scent is clean and leaves my skin feeling soft. The ingredients are not harsh on the skin. It's price at 40 and it's well worth it,nykaa,positive,1
Foaming facewash,"
My favorite face wash !!! I usually try to change my face routine after Im done with the bottle and I always come back to this one in between! I love it.",amazon,positive,1
Foaming facewash,"
The packaging of the product was so beautiful I loved the bag it came in. The face wash was amazing it had to scent to it and it felt amazing on my face. I loved that all the products were vegan and the ingredients they used were great. The price for these products are soo worth it!",nykaa,positive,1
Foaming facewash,"Kylie Cosmetics' Foaming Face Wash is a game-changer. Its gentle formula leaves skin feeling refreshed and clean without stripping away moisture. Perfect for daily use, it effectively removes impurities and makeup, leaving behind a radiant glow. A must-have for anyone looking for a simple yet effective skincare routine.",nykaa,positive,1
Foaming facewash,"I am obsessed with the packaging and price. Its so worth it. Texture and scent is so good, the only thing I didnt like was vitamin C just because of the scent",nykaa,positive,1
Foaming facewash,This face wash is the best Ive used. Skin is so clean and soft afterwards,nykaa,positive,1
Foaming facewash,Kylie foaming face was is ok. A little bit overpriced for what it is really. There are definitely better face washes out there in this price range.,amazon,neutral,1
Foaming facewash,I love the packaging and I love the product. Skin felt amazing after and the bottle latest longer than I thought. Will absolutely buy again!,nykaa,positive,1
Foaming facewash,"
Kylie's skin care set received 10 points from me. My sensitive skin had no problems. My skin looks amazing. I have been using this skin care and hyaluronic acid set for over 2 years now, this is probably my 5th or 6th set and I really love these products",nykaa,positive,1
Foaming facewash,"I love skin care products that make my skin feel fresh, like it's had a drink of water, and these are the types of products that make me feel. I have tried other brands but keep coming back to Kylie's skin because it makes my skin feel and look better. Good price .",amazon,neutral,1
Foaming facewash,I have been using this face wash for about a week and absolutely love it. Im so glad I decided to try it as it has turned out to be one of my most favorite face cleaners along with all products that follow after highly recommend trying!,amazon,positive,1
Foaming facewash,"I received this in a subscription and just started using it after running out of my previous face wash. I love the texture, I'm a big fan of foaming face washes. There is just something so satisfying about them.",amazon,positive,1
Foaming facewash,"Love the girly pink bottle so packaging is super cute! Honestly the product is good, a bit on the pricier side for my liking, but regardless it doesnt leave my face dry and leaves it smooth and clean!",nykaa,positive,1
Foaming facewash,"best cleanser i've ever had! and smells amazing, too",nykaa,positive,1
Foaming facewash,"This Face Wash is so good , it doesnt leave your skin feeling dry and keeps your face really clean . I would definitely recommend ",nykaa,positive,1
Foaming facewash,"Leaves my skin feeling soft, and clean. It does not dry out my face, and creates the perfect canvas for the rest of my skincare.",nykaa,positive,1
Foaming facewash,This foaming face wash was perfect! The scent was light and smelled great. The face wash was effective and lifting the dirt and make off my face thoroughly!,nykaa,positive,1
Foaming facewash,"Ive been using this cleanser for two months and I love how it cleans up my face and it feels clean, soft and glowy !",nykaa,positive,1
Foaming facewash,Only face wash my granddaughter can use. It keeps her face from breaking out,nykaa,positive,0
Foaming facewash,Love this cleanser. It has a creamy-foamy texture that softens skins and easy cleanses without drying out your skin.,nykaa,positive,1
Foaming facewash,"
A foaming face wash is an excellent choice for those who want to thoroughly cleanse their skin without drying it out. The foam technology of a face wash helps to lift oil, makeup, and dirt from the skin, leaving it feeling refreshing and refreshed",nykaa,positive,1
Foaming facewash,a foaming face wash is a highly recommended product for those who want to thoroughly cleanse their skin without drying it out and who want to prevent acne and other skin issues.,nykaa,positive,1
Foaming facewash,very clean and fresh results. So much better than any other products for your face.,nykaa,positive,1
Foaming facewash,"This is actually a good product but I would t buy it again. Besides the fact that its expensive, its also small. But it does work. It has a nice scent as well.",nykaa,positive,1
Foaming facewash,Love this face qash makes your skin feel soft and clean and smell really good. The price is great. This is one of my favorite face washes. I definitely recommend you to try it,nykaa,positive,1
Foaming facewash,I was so excited to try her facial products and it broke me out. Was not worth the price. The packaging is nice but it just broke me out everywhere. I like the scent though not too strong and overpowering,nykaa,positive,1
Foaming facewash,"Been looking for a face wash like this. It cleans well, without drying skin. Only takes one pump. Will order more.",amazon,positive,1
Foaming facewash,I bought this just to get over a certain amount in my cart. Boy was I happy.! This cleanser is so nice and light. I LOVE the foam its nice and airy and does the job well of cleansing,amazon,positive,1
Foaming facewash,"
I love this face cleansing foam! The scent is not overpowering at all and does not make my eyes water! The packaging is sleek and looks stunning on my stand! Definitely does its job at removing makeup and making my face glow!",amazon,positive,1
Foaming facewash,"This is seriously the best facial soap I have used! It leaves my skin feeling clean & fresh, with no dryness. 5 stars!",amazon,positive,1
Foaming facewash,"
Made me breakout, was not a fan at all, I heard wonderful things about this so maybe it was just my skin.",amazon,positive,1
Foaming facewash,"The foaming face wash is a game-changer for my skincare routine! It effectively cleanses my skin without stripping away its natural moisture. The foaming texture feels gentle and luxurious on the skin, leaving it refreshed",amazon,positive,1
Foaming facewash,"I love how it effortlessly removes dirt, oil, and makeup, leaving my skin feeling clean and soft.The refreshing scent adds to the overall experience, making it a pleasure to use every day.",amazon,positive,1
Foaming facewash,"the foaming face wash has become a staple in my skincare regimen, and I highly recommend it to anyone looking for a gentle yet effective cleanser. The foaming face wash is not only effective but also affordable",amazon,positive,1
Foaming facewash,I love how clean and soft it leaves the skin and so glad the smell is pleasant!,amazon,neutral,1
Foaming facewash,Been using this face wash for over a year and I love it,amazon,neutral,1
Foaming facewash,highly effective face cleanser the ingredients are perfect for my skin and the scent is perfect the price is reasonable and the packaging is gorgeous!,amazon,neutral,1
Foaming facewash,"Such a refresher cleanser, smells great and super gentle.",amazon,neutral,1
Foaming facewash,"This has been my favorite go-to cleanser since it launched! Foaming cleansers have always been my thing, but this cleanser is the best I've tried",amazon,positive,1
Foaming facewash,"been buying and using this since it first came out years ago, ive tried lots of other stuff and have never fallen in love with anything else besides this.",amazon,positive,1
Foaming facewash,"
The ingredients in this are better than more expensive comparisons! I just bought my 3rd bottle and have no complaints :) a little goes a long way.",nykaa,positive,1
Foaming facewash,I bought this face wash and used it for a week and had to stop because it was irritating my skin. Immediately after use it dried my skin out and made it feel tight ,amazon,negative,0
Foaming facewash,This is the best face wash! It does a great job at eliminating breakouts but never dries my skin out,nykaa,positive,1
Foaming facewash,I really like how foamy it is! Its nice for sensitive skin too and very refreshing. You only need one or two pumps per wash. I just started using it and noticed a big difference! I highly recommend.,amazon,positive,1
Foaming facewash,My other sister has this I bought it for her for Christmas and I wanted to buy myself one because of the packaging.,nykaa,positive,0
Foaming facewash,I have been using this for over a year now and I have seen so much improvement in my skin just from this alone. I love that its already foamy. It makes my face feel so soft and fresh after without ever making it feel too dry.,amazon,positive,1
Foaming facewash,"
My new fav face wash removes all my makeup and makes me skin feel so clean also helped my acne clear up so fast!!",nykaa,positive,1
Foaming facewash,"
I like this face wash, the scent is a bit strong for me and my skin but its ok. The price is a bit hight for the quantity but its good, ingredients on",kyliecosmetics,positive,1
Foaming facewash,I have been using this face wash for a few years now.,kyliecosmetics,positive,0
Foaming facewash,I absolutely love this face wash! It doesnt leave my face feeling dry after using it! My face feels so clean and refreshing after every use!,kyliecosmetics,positive,1
Foaming facewash,I'm obsessed with the skin care. Can't wait for the hydrating mask to be in stock. I ran out of little samples!,kyliecosmetics,positive,1
foaming facewash,This is the best face wash ever! I use it every morning and night! It lasts me 6 months at a time. I used to have horrible breakouts when my skin would get used to a product but not this one! Ive been using it for years now and will use it forever!! It also helped control my oily skin,kyliecosmetics,positive,1
Foaming facewash,"I love this face wash. Been using it for several months, its very soft and refreshing",kyliecosmetics,positive,1
Foaming facewash,Love this regimen. Great for the skin and works. Use it everyday,kyliecosmetics,positive,1
Foaming facewash,"Love this product, the clean smell is my favorite!",kyliecosmetics,positive,1
Foaming facewash,"I love how foamy it is, it feels like a cloud on your face! I also feel like its so nice for sensitive skin too. Very refreshing. And it lasts a good while too, and very affordable",kyliecosmetics,positive,1
Foaming facewash,"I love this! I bought this just because I never really use face wash, and wanted to try it out. Ive felt a huge difference in my skin, and it has been so soft for me, especially with the combination with the clarifying gel cream!",kyliecosmetics,positive,1
Foaming facewash,"This set is awesome, and I do mean awesome. Try it, you will never use anything else",kyliecosmetics,positive,1
Foaming facewash,So gentle and feels amazing on skin!! Would recommend to everyone,kyliecosmetics,positive,1
Foaming facewash,My favorite cleanser to use and it makes my skin so soft and clear!!,kyliecosmetics,positive,1
Foaming facewash,all good very nice beautiful works well i love it really nice,kyliecosmetics,positive,1
Foaming facewash,this is my favorite face wash very soft and soothing,kyliecosmetics,positive,1
Foaming facewash,I love it. The face wash is good. The moisturizer is my fave,kyliecosmetics,positive,1
Foaming facewash,I've tried others and this is my favorite foaming wash and the smoothness of my skin.,kyliecosmetics,positive,1
Foaming facewash,Best Face wash. Gets off make up great and smooths out skin. Leaves you feeling refreshed.,kyliecosmetics,positive,1
Foaming facewash,"I have never ever swore by a brand, but this product is fantastic. 1 bottle has lasted almost 7 months and is great at removing makeup, mascara with ease.love this product",kyliecosmetics,positive,1
Foaming facewash,"Really lovely smell and thorough clean end result but its a oily soapy texture if u like that, it is a little annoying getting in my eyes, it stings them, but its still decent overall",kyliecosmetics,positive,1
Foaming facewash,Perfect gift. Love how it cleans my face from particles and makeup!,kyliecosmetics,positive,1
Foaming facewash,I have very sensitive skin and have a hard time finding face products that are gentle enough and efficient- thats until I found this face wash made from natural ingredients and very gentle on my face,kyliecosmetics,positive,1
Foaming facewash,The foaming face wash also lasts a long time as you only need one or two pumps per session. I cannot express how much I love this product!!!!!! Thank you Kylie!,kyliecosmetics,positive,1
Foaming facewash,Arrived leaking. The staff need to train how to pack properly,kyliecosmetics,positive,0
Foaming facewash,"Nice, foamy, light and lathers up and washes all that dirt and makeup off",kyliecosmetics,positive,1
Foaming facewash,"I have tried EVERYTHING for my acne, mainly on my jawline. Nothing but this has worked!",kyliecosmetics,positive,0
Foaming facewash,"I love this product so much, makes my face feel so clean!",kyliecosmetics,positive,1
Foaming facewash,"I'm in my early 50's and found this cleanser keeps my skin super soft. It never causes me any breakouts to my sensitive skin, which I love. I also enjoy adding the walnut scrub as well to my cleansing routine.",kyliecosmetics,positive,1
Foaming facewash,My favorite of all time! Makes my skin so smooth and refreshed!,kyliecosmetics,positive,1
Foaming facewash,This leaves my skin so soft and I love the scent. I recommend highly,kyliecosmetics,positive,1
Foaming facewash,iam so happy to use those prodects are amazing of face and body thank you kayle,kyliecosmetics,positive,1
Foaming facewash,This is definitely my go to face wash now. It makes my skin feel so soft and clean,kyliecosmetics,positive,1
Foaming facewash,Best face wash i have ever tried. it cleans but is gentle and smells amazing,kyliecosmetics,positive,1
Foaming facewash,"Great face wash! Takes off makeup and is so soft and refreshing after face dries! I love this face wash so much, and it lasts a long time! About 3 months!!!",kyliecosmetics,positive,1
Foaming facewash,This product leaves my skin feeling so clean and smooth after using. I love using this face wash!,kyliecosmetics,positive,1
Foaming facewash,An ultra employee recommended this line and I absolutely love it. I can really see a difference,kyliecosmetics,positive,1
Foaming facewash,this product is so so soft. It feels so good on the skin,kyliecosmetics,positive,1
Foaming facewash,Only face wash I ever use. I have repurchased this over and over again. I have back ups of this just in case it sells out. I absolutely love this face wash.,kyliecosmetics,positive,1
Foaming facewash,Perfectly lightly scented. I love the fact its a foam. I dont have to use too much. Its just chefs kiss. I only wish I was a little more Affordable. So I wait wait for it to be on sale.,kyliecosmetics,positive,1
Foaming facewash,Your skin will be glowing with this perfect cleanser.,kyliecosmetics,positive,1
Foaming facewash,This is definitely the perfect face wash! It makes my face so soft!,kyliecosmetics,positive,1
Foaming facewash,My favorite face wash ever. Leaves my skin so clean but so smooth and hydrated!,kyliecosmetics,positive,1
Foaming facewash,"This product was so irritating and drying to the skin I had to stop use after half the bottle. The one thing I did appreciate about this was the foaming texture, although there are many better options that do the same thing.",kyliecosmetics,positive,1
Foaming facewash,"My face is very sensitive and this wash is so gentle, while also feeling like I am getting the oils off.",kyliecosmetics,positive,1
Foaming facewash,Im very impressed by this! U literally only need a dime size. Gets all my makeup off!,kyliecosmetics,positive,1
Foaming facewash,Ive been looking for something soft and foamy for my dry sensitive skin that doesnt dry out. Its amazing ! I just started using it and noticed a difference and Im in the older bracket Im in my 40s and this will be my new face wash!,kyliecosmetics,positive,1
Foaming facewash,I really recommend this product. It removes your makeup and it makes your skin feel fresh and soft. I love it thats why I bought it again.,kyliecosmetics,positive,1
Foaming facewash,"I never bought it before, but I had a chance to use it from my trip at my friend's house. I love how did it work on my skin. It was so clean but not too dry.",kyliecosmetics,positive,1
Foaming facewash,completely got rid of dry skin issues that ive been dealing with for a long time after trying so many other options,kyliecosmetics,positive,0
Foaming facewash,"I like that this does the job but it was fairly drying on my combination skin, nothing a little moisturizer didnt fix. I would still buy if it was a little cheaper since its drying and I need a good moisturizer after.",kyliecosmetics,positive,1
Foaming facewash,"Love using this product have been using for two years now. Feels like a mini facial moist and creamy, my skin loves it",kyliecosmetics,positive,1
Foaming facewash,"After using foaming cleanser with the exfoliant, my face feels so fresh and clean",kyliecosmetics,positive,1
Foaming facewash,Ive had trouble my whole life fighting sensitive skin and consistency in products to treat my skin with! Ive used this wash for years and it does not clog pores and leaves my face feeling refreshed and unbothered,kyliecosmetics,positive,1
Foaming facewash,My mom wants to steal this for me so bad because she loves it as much as I do its so foamy and it makes my skin feel so refreshed,kyliecosmetics,positive,1
Foaming facewash,"So this foaming face wash by Kylie Cosmetics is alright, it is fine. It's not the best face wash but also not the worst. It's straight down the middle.",kyliecosmetics,positive,1
Foaming facewash,Kylie skincare is one of my favorite brand for skincare especially coming from someone with cystic acne it is sooo refreshing my favorite product is by far the fave scrub its super grainy which is something you rarely find,kyliecosmetics,positive,1
