product,comment,website,label
matte liquid lipstick,"It feels amazing does not disappoint. I recommend. Love this color and formula, I’m back to Kylie Cosmetics for good!",kylie cosmetics,positive
matte liquid lipstick,Party red. Loved this shade of red but I wish it came as a lip kit with the liner. Love all the matte shades and looking forward to new shades.,kylie cosmetics,positive
matte liquid lipstick,Love this! I bought this a few months back in Mary Jo K and I absolutely love it. The red is the perfect shade and stays on for a long time!,kylie cosmetics,positive
matte liquid lipstick,Best liquid lip!! I have shade Candy K & Dolce K .. best liquid lip formula!!,kylie cosmetics,positive
matte liquid lipstick,"Love it. Beautiful shade, I really like the formula and it looks beautiful with a gloss.",kylie cosmetics,positive
matte liquid lipstick,"Full Coverage and Perfect Shade! I bought the sample size to test out the color of the shade and the product specifically the koko k shade, and it matched me perfectly! It had full coverage, and in the sample they came with a very cute little brush which was very sweet of them! I would definitely buy the full size! It was not too oily which I really loved, but it wasn't too dry, usually lipstick are very dry and it's sometimes hard for me to put over but this still gave matted look which I really adore! Amazing!!",kylie cosmetics,positive
matte liquid lipstick,"Candy K - can't go wrong. Just such a staple color, you really can't go wrong - lasts for ages and give great coverage!",kylie cosmetics,positive
matte liquid lipstick,My Go To Lipstick!!!! I bought this a month ago and I wear it everyday!!! Simply love it,kylie cosmetics,positive
matte liquid lipstick,Great color. Love this color and lasts so long! Not sticky at all!,kylie cosmetics,positive
matte liquid lipstick,Most beautiful color. The smoothest silkiest most gorgeous color. I love it.,kylie cosmetics,positive
matte liquid lipstick,Favoriteeee. This is one of my favorite liquid lipsticks of all time! I’ve been using these since she first released them. They last all day on me and Candy K is my perfect pinky nude! It smells amazing also. Not too dry on the lips and does not crack.,kylie cosmetics,positive
matte liquid lipstick,"Best lipsticks ever!!!!!! You eat, drink & sleep. They don’t move at all. They stay for whole day. Just figure out the right shade for you. They are the best in the market.",kylie cosmetics,positive
matte liquid lipstick,Kylie’s are Keepers! Another beautiful lipstick in Kylie 's line! Bought this for my best friend's birthday...this shade is so her. Love Kylie’s lipsticks and I have several. They just glide on your lips effortlessly and last longer than other brands before you have to reapply.,kylie cosmetics,positive
matte liquid lipstick,"Absolutely LOVE my lip bundles & gloss. My lip bundles & gloss are so awesome. The lip liner is amazing as well. The colors are gorgeous and really does its job of staying on all day, making you feel and look beautiful. Will be buying her perfume next.",kylie cosmetics,positive
matte liquid lipstick,Beautiful color. I love how the color matches perfectly on my skin tone. It lasts for a long time every time I use it.,kylie cosmetics,positive
matte liquid lipstick,Liquid lipstick. Love Kylie liquid lipsticks. It stays on all day and won't dry out on lips.,kylie cosmetics,positive
matte liquid lipstick,"Don’t wait order Now!!!! I have been using this lipstick since it came out and I have to say that it is the longest lasting, moisturizing, beautiful colors, lipstick I have ever used. It does not come off all day long I can wear it for 8 plus hours and I may have to retouch it a little bit after lunch. I will never use another lipstick ever and I haven't in the past 4 years. This is my go-to it's a must-have any color you have to buy it. And this photo by the way is just what I carry in my purse I have about 15 other colors.",kylie cosmetics,negative
matte liquid lipstick,"Cute. Cute color, not too dense or clear. Perfect color for the tan I have.",kylie cosmetics,positive
matte liquid lipstick,"Gorgeous liquid lipstick. I absolutely love the matte liquid lipsticks, they are so lightweight on the lips and don't dry out the lips at all. I have a fair few shades in these, but I prefer the darker pinks and reds.",kylie cosmetics,positive
matte liquid lipstick,Great value and long lasting. Long lasting lipstick that stays. Feels nice doesn’t make your lips feel too dry and the color is spot on. Love it.,kylie cosmetics,positive
matte liquid lipstick,Matte lip gloss. Gave to my Daughter as a gift. The color was perfect for her. She loves it. It looks beautiful and has a nice feel on the lips.,kylie cosmetics,positive
matte liquid lipstick,Very smooth matte look! Love this matte lipstick! By far the best. The color is so classy. Goes with everything!,kylie cosmetics,positive
matte liquid lipstick,Matte liquid lipstick. Love the texture and color of it! Very nice and smooth on the lips!,kylie cosmetics,positive
matte liquid lipstick,"Amazing. Favorite shade, had to buy a backup. Wouldn’t go anywhere without it.",kylie cosmetics,positive
matte liquid lipstick,Great matte lipstick! This color is beautiful and it goes on very smooth.,kylie cosmetics,positive
matte liquid lipstick,I love the product but. I purchased this lipstick in California and loved it. I came back to buy it and it doesn’t seem to be the same color.,kylie cosmetics,positive
matte liquid lipstick,Kylie matte liquid lipstick. Kylie’s matte liquid lipstick are one of my fav they don’t dry out my lips at all they stay on all day long without reapplying love them!,kylie cosmetics,positive
matte liquid lipstick,Long lasting. I received a sample of this lipstick in Candy K and I will definitely be buying it in full size. The color is stunning and it stays put even after eating and drinking!,kylie cosmetics,positive
matte liquid lipstick,Love it! I got the sample to try out and it's the best matte lipstick ever! Stays on all day and isn't drying on my lips. Will definitely purchase again.,kylie cosmetics,positive
matte liquid lipstick,Love it!!! Favorite matte lipstick! I purchased the Candy K shade and I absolutely love it! It’s a perfect shade for my light skin tone and it stays on for hours. Would definitely recommend!,kylie cosmetics,positive
matte liquid lipstick,Awesome liquid lipstick. Love it. I bought a while ago and it’s still fresh when I wear it. The scent is awesome too.,kylie cosmetics,positive
matte liquid lipstick,My perfect nude. I finally found my perfect nude!! It’s not too light or too dark it’s the perfect shade to match my skin tone. I absolutely love it.,kylie cosmetics,positive
matte liquid lipstick,"Best formula. I have used candy k for years and I love the formula, very smooth and long-lasting!",kylie cosmetics,positive
matte liquid lipstick,"Favorite lipstick ever. Candy K is my favorite color. It stays on my lips the whole day, and I’m still not tired of this color even after years.",kylie cosmetics,positive
matte liquid lipstick,"Favorite liquid lipstick. I’ve been wearing Candy K for a few years now, and it is the perfect everyday liquid lipstick. It’s long-wearing and comfortable, and I never get tired of the shade.",kylie cosmetics,positive
matte liquid lipstick,Best lipsticks. Candy k is my go-to lipstick. I have been using it since it launched in 2015. Love the texture and color.,kylie cosmetics,positive
matte liquid lipstick,Love! These lipsticks are perfect for all-day wear. They stay on even after eating and drinking. I love the range of shades available.,kylie cosmetics,positive
matte liquid lipstick,Long lasting color. This lipstick is long-lasting and the color is beautiful. I love it.,kylie cosmetics,positive
matte liquid lipstick,The color i received was exactly the same as what i saw online. So happy. I'm wearing this for my wedding. It lasts forever!,kylie cosmetics,positive
matte liquid lipstick,favourite forever,kylie cosmetics,positive
matte liquid lipstick,Great matte lipstick. This is a great matte lipstick. It stays on all day and doesn’t dry out my lips. The color is beautiful.,kylie cosmetics,positive
matte liquid lipstick,I actually do not think I could live without this lipstick. I’m very picky and have really high standards to finding a brown lipstick that is dark enough but not too dark. ,kylie cosmetics,positive
matte liquid lipstick,"Fantastic lipstick well worth the money, true to colour",kylie cosmetics,positive
matte liquid lipstick,My mom loves these! One of her favourites!,kylie cosmetics,positive
matte liquid lipstick,"I bought my ""Libra"" Kylie lip kit a long time ago & still love it! It literally lasts all day without reapplying. In love with Kylie lip kits.",kylie cosmetics,positive
matte liquid lipstick,"LOVE!!! I use this on weekends and everyone’s always giving me the best 
comments",kylie cosmetics,positive
matte liquid lipstick,"i got this months ago, and i wasn't disappointed so i got it again in a new nude shade.

",kylie cosmetics,positive
matte liquid lipstick,"Amazing! This lipstick is amazing! It stays on all day and doesn’t dry out 
my lips. The color is beautiful.",kylie cosmetics,positive
matte liquid lipstick,"Love it! This lipstick is amazing! It stays on all day and doesn’t dry out my
 lips. The color is beautiful.",kylie cosmetics,positive
matte liquid lipstick,This is my go to lipstick. It goes on so smooth and lasts literally all day without having to re apply,kylie cosmetics,positive
matte liquid lipstick,holy grail,kylie cosmetics,positive
matte liquid lipstick,"LOVE: I bought the shade “ginger” and my skin tone is medium, I honestly feel like it’s the PERFECT shade for me. It’s my go to! I highly recommend this product. They’re not dry at all. And do not make my lips look crusty!!",kylie cosmetics,positive
matte liquid lipstick,"Long lasting and beautiful color: I really like the soft, light shade of this color (Allergic to Bullsh*t) and it layers well with my other Kylie lip kits.",kylie cosmetics,positive
matte liquid lipstick,Best Lipstick ever: Always my go to color because it fits my work life. So thankful that it can last through all my meetings all day!!!,kylie cosmetics,positive
matte liquid lipstick,Amazing product: Beautiful color. Very comfortable on lips. Love it.,kylie cosmetics,positive
matte liquid lipstick,Love this lipstick!: Absolutely perfect!! I’m obsessed with the color and how long it lasts!,kylie cosmetics,positive
matte liquid lipstick,Amazing: I am in love with party girl lipstick. Every time I wear it people say I love your lipstick and what is it. It lasts all day does not budge absolutely brilliant.,kylie cosmetics,positive
matte liquid lipstick,"Formula improved and has lasting power: I've used her liquid lipsticks before and the formula has improved since the last time I purchased, the color is beautiful and compliments my skin tone perfectly!",kylie cosmetics,positive
matte liquid lipstick,"Stays all day !! Doesn’t dry out your lips: This is the best liquid lipstick I’ve ever used it stays all day long, no matter what lip liner you use.",kylie cosmetics,positive
matte liquid lipstick,Color: This color is beautiful and lasts all day and night.,kylie cosmetics,positive
matte liquid lipstick,"Great shade: I love this shade, it is such a nice pink color and stays on the whole day!",kylie cosmetics,positive
matte liquid lipstick,"Perfection at its finest: This is by far my favorite lipstick! It glides on smoothly, dries quickly, is not sticky, and lasts all day. The color is as close to my natural lip color as possible and gives just enough pop without being overly dramatic.",kylie cosmetics,positive
matte liquid lipstick,Matte and plump magic: Love this color- goes on really matte and makes lips look plump.,kylie cosmetics,positive
matte liquid lipstick,"Great nude color and looks matte and smooth on lips: I got this months ago, and I wasn't disappointed so I got it again in a new nude shade.",kylie cosmetics,positive
matte liquid lipstick,Get it: LOVE!!! I use this on weekends and everyone’s always giving me the best comments.,kylie cosmetics,positive
matte liquid lipstick,The lipstick for my wedding: The color I received was exactly the same as what I saw online. So happy. I'm wearing this for my wedding. It lasts forever!,kylie cosmetics,positive
matte liquid lipstick,"My Favorite: I actually do not think I could live without this lipstick. I’m very picky and have really high standards to finding a brown lipstick that is dark enough but not too dark. Love bite is the best brown shade lipstick I have ever seen and wear it almost daily! It feels really smooth, dries fast, and lasts the whole night at work and long-lasting lipstick is something that I’ve always struggled to find. Thank you Kylie!",kylie cosmetics,positive
matte liquid lipstick,"Fantastic: Fantastic lipstick well worth the money, true to color.",kylie cosmetics,positive
matte liquid lipstick,Love : My mom loves these! One of her favorites!! ,kylie cosmetics,positive
matte liquid lipstick,"The best liquid lip ever!: I bought my ""Libra"" Kylie lip kit a long time ago & still love it! It literally lasts all day without reapplying. In love with Kylie lip kits.",kylie cosmetics,positive
matte liquid lipstick,HOLY GRAIL: This is my go-to lipstick. It goes on so smooth and lasts literally all day without having to reapply. The variety of colors she has for sale is endless. I constantly find myself shopping for more and more colors. There’s a reason she is the youngest on the Forbes list. Kylie you nailed it.,kylie cosmetics,positive
matte liquid lipstick,“Fabulous lips”: I have bought over 30 Matte and only 3 colors I didn’t like on me. Overall I love your product.,kylie cosmetics,positive
matte liquid lipstick,Matte Liquid Lipstick: I love this Matte Liquid Lipstick. Will try more colors.,kylie cosmetics,positive
matte liquid lipstick,AMAZING!!: Literally the best and only lipstick I’ll ever use!,kylie cosmetics,positive
matte liquid lipstick,"Matte Liquid Lipstick: Easy to apply, smells nice, and lasts the whole day without having to top it up. The shade is much darker than in the image but still love it!",kylie cosmetics,positive
matte liquid lipstick,Amazing Lipstick!: I love Kylie liquid lipsticks! They are amazing and the only brand of liquid lipsticks I will buy anymore!,kylie cosmetics,positive
matte liquid lipstick,Lasting Color: I love how it stays on for so long! I do not need to constantly reapply!,kylie cosmetics,positive
matte liquid lipstick,"Dry the lips but nice color: The color is matching the color on the site. Dries the lips a little bit, so it’s better to use the lip mask after. Doesn’t move, stays 3-4 hours.",kylie cosmetics,neutral
matte liquid lipstick,"Excellent!: I have tried MANY lip products over the years & this is by far the best! I am a college professor, & need my lip color to ""stay"" throughout the day without having to constantly reapply. Also, the color is beautiful (I bought the ""Kylie"" color lip kit) - and while it is a matte lipstick, it does not dry out my lips like other products.",kylie cosmetics,positive
matte liquid lipstick,Love: The best matte lipstick I’ve tried. It’s so hydrating and the color stays on all day!,kylie cosmetics,positive
matte liquid lipstick,I love Babygirl it’s so unique: This color is so vibrant and pretty to my skin! It just makes my small lips big and brings my face alive! I just ordered another one! and it stays on for a long time and not too too hard to come off so I love it!,kylie cosmetics,positive
matte liquid lipstick,"Love This Lipstick: I love the Kylie Matte Lipstick. It stays on for a long period of time, which I really like. I was never much of a lipstick wearer before. I could just never really find one that I really liked or that I didn't have to constantly reapply constantly. I do love this lipstick. It makes my lips look really full and truly last.",kylie cosmetics,positive
matte liquid lipstick,One wish lipstick: One wish is my favorite lipstick - I get compliments all the time. The best lip product and stays on all day long and is a lovely color!,kylie cosmetics,positive
matte liquid lipstick,"So hydrating!: I bought posie k the color is just like the picture. Goes on so good, does not dry out the lips.",kylie cosmetics,positive
matte liquid lipstick,"Beautiful color <3: I’m in loooove with this color, is soooo girly  and feels comfortable on the lips.",kylie cosmetics,positive
matte liquid lipstick,"Están en oferta y buena: Compré 5 de éstos y, ahora me llega un email que me deja saber que están a mitad de precio ($11) ¡que pasada!",kylie cosmetics,positive
matte liquid lipstick,"THE ONLY LIPSTICK YOU WILL NEED: The color, quality, and texture is impressive. Despite being matte, doesn't dry out the lips and is long lasting. Had an issue and customer service handled it swiftly. Will be a forever customer.",kylie cosmetics,positive
matte liquid lipstick,Wish you were here: Perfect product love it. Wish you were here lipstick perfect choice ,kylie cosmetics,positive
matte liquid lipstick,Great product: This is a great lip product and stays on all day long and is a lovely color!,kylie cosmetics,positive
matte liquid lipstick,Love love love: This is my go-to matte lip gloss & has been for just over 2 years. I honestly love everything about it.,kylie cosmetics,positive
matte liquid lipstick,Such a beautiful shade. My favorite : My favorite matte lip. It is just so beautiful and goes with everything.,kylie cosmetics,positive
matte liquid lipstick,"I like it: Good liquid lipstick, some shades are not with the same formula.",kylie cosmetics,positive
matte liquid lipstick,Definitely worth $21: I put this on in the morning and my lips were still tinted red the next morning! The only reason it doesn't last for me is because my lips get really dry and peel and I end up peeling it off. It is also very pigmented!,kylie cosmetics,positive
matte liquid lipstick,"Amazing product! I love these lipsticks: Good quality, lasts all day on me when I wear it without eating.",kylie cosmetics,positive
matte liquid lipstick,My go-to lippie!: Love this color!! Last super long even when I'm constantly drinking water. Never transfers!,kylie cosmetics,positive
matte liquid lipstick,Products are great: Matte lipstick is so good and worth the money. I use the lip liner and put a little gloss on top when I want a little pop.,kylie cosmetics,positive
matte liquid lipstick,The best lipsticks ever!: My lipstick stays on all day even after eating and drinking.,kylie cosmetics,positive
matte liquid lipstick,Stays on forever!: This lipstick stays on all day! I have to use my face wash to help get it off that is how well it stays on. No need to reapply during the day or if I am drinking water throughout the day. All of the lipsticks smell amazing too!,kylie cosmetics,positive
matte liquid lipstick,Must get!: This was the first ever product I bought from Kylie cosmetics when she first launched. Still to this day it’s one of my all-time favorites. So so flattering. I receive compliments every single time I wear this shade. ??,kylie cosmetics,positive
matte liquid lipstick,Pigmented: Excellent quality packaging. Color is pigmented and lasts long. Light weighted.,kylie cosmetics,positive
matte liquid lipstick,Ego Boosting All Day Color: Long-lasting. Looks awesome even hours later. Colors to choose from work perfectly with my skin tone. I feel gorgeous every time I apply my favorite shade.,kylie cosmetics,positive
matte liquid lipstick,Love the Color!: Was a Christmas gift and she absolutely loved it! She uses it almost every day!,amazon,positive
matte liquid lipstick,Super pigmented: Super pigmented and doesn’t feel dry on lips! Was my first time buying them and I loveee lip liners are really nice.,amazon,positive
matte liquid lipstick,"Such a great Color!!!! Love this color, Wish You Were Here, so much. It isn't tacky, either!",amazon,positive
matte liquid lipstick,I love it It's perfect. It lasts most of the day and it's my favorite.,amazon,positive
matte liquid lipstick,"Amazing finish This lipstick's finish is super good, it has a matte long-lasting finish. The pigment is never bad, and the scent is just another amazing thing. I would definitely buy this again.",amazon,positive
matte liquid lipstick,"The Only Matte The color Koko K is cute and the formula is so comfortable. Came back immediately to order 2 more colors. Not sticky, I don't stress about it getting patchy. Love it.",amazon,positive
matte liquid lipstick,"Liquid lipstick Great, smooth, long-lasting. The color is very pigmented.",amazon,positive
matte liquid lipstick,Love the Colors! I like them all. Wasn’t sure about the shades but they are perfect. Look good on my tanned skin.,amazon,positive
matte liquid lipstick,Bunny Love this color! The perfect pink neutral to go with every outfit.,amazon,positive
matte liquid lipstick,"Purrfect lips Her mattes go on smooth, not dry. It never cracks, giving your lips a brittle appearance.",amazon,positive
matte liquid lipstick,Beautiful Beautiful lip gloss. The quality is amazing. Will buy again.,amazon,positive
matte liquid lipstick,Love the color The second time I buy this liquid lipstick shade. I love the color. It’s perfect for fall or the winter time.,amazon,positive
matte liquid lipstick,Beautiful color I tried this product before and it is excellent quality.,amazon,positive
matte liquid lipstick,"Really nice color I like to use a purple lip stain first, then layer this on top, and the outcome is really good. Love how it dries for little transfer.",amazon,positive
matte liquid lipstick,"Love bite is the best!! As always, the formula of this lipstick is perfect. The color just makes it even better! This is the only color I ever reorder!!!",amazon,positive
matte liquid lipstick,"Favorite lipstick The matte liquid lipstick is my favorite lipstick ever. As long as you don’t eat or drink anything with oil, the lipstick will last all day through eating/drinking/and even kissing. I refuse to wear any other lipsticks.",amazon,positive
matte liquid lipstick,"Love it My favorite matte lipsticks, I love how they stay forever. No more messy lips.",amazon,positive
matte liquid lipstick,Love this color! Fell in love with this color since 2018 and still to this day it's one of my favorites.,amazon,positive
matte liquid lipstick,Love the color The second time I buy this liquid lipstick shade. I love the color. It’s perfect for fall or the winter time.,amazon,positive
matte liquid lipstick,Beautiful color I tried this product before and it is excellent quality.,amazon,positive
matte liquid lipstick,"Really nice color I like to use a purple lip stain first, then layer this on top, and the outcome is really good. Love how it dries for little transfer.",amazon,positive
matte liquid lipstick,"Love bite is the best!! As always, the formula of this lipstick is perfect. The color just makes it even better! This is the only color I ever reorder!!!",amazon,positive
matte liquid lipstick,"Matte lip gloss Obsessed! I try to just as is, and I tried it with a slight gloss over top. I like both. But I think I love the Matte the way it is.",amazon,positive
matte liquid lipstick,Love the color! I love how sexy this color is and long lasting! Def one of my favorites ,amazon,positive
matte liquid lipstick,Worth it Stays all day as long as I avoid greasy food. Color is perfect for me,amazon,positive
matte liquid lipstick,"Perfect I just got the color Bare, and it is the perfect color for my skin tone!! It went on really well, and it dried very quickly which I loved! I didn't know what to expect getting a product from a celebrity, but I 100% recommend this! I also just got Sweater Weather, and LOVE it as well.",amazon,positive
matte liquid lipstick,"Love the shade Please bring back the lip pencil for this color. It was my absolute favorite I’ve been hoping it was returning and I still haven’t seen it. I bought 1 million of these before, I need the High Maintenance liner back!!!",amazon,positive
matte liquid lipstick,"Perfect Perfect Matte lip gloss that I didn’t even think was possible! Gorgeous, have been spreading the word on this one & adding as stocking stuffers! The face pic color match really does work! I wouldn’t have ordered this color otherwise but it fit my face so well in the photo that I went for it and it’s exactly as shown.",amazon,positive
matte liquid lipstick,Long lasting Kylie formula is better than before. Feels lighter on the lips and stays on all night. I get so many compliments about it.,amazon,positive
matte liquid lipstick,"Plump lips For those who shy away from true red as it’s too in your face Kristen is a great option to try. It’s a beautiful color, it can be worn day or night and brightens up your face. The formula is comfortable and non-drying.",amazon,positive
matte liquid lipstick,"Matte lip gloss Obsessed! I try to just as is, and I tried it with a slight gloss over top. I like both. But I think I love the Matte the way it is.",amazon,positive
matte liquid lipstick,"Smooth, classic color The color is not exactly what is pictured, but the shade is really nice!",amazon,positive
matte liquid lipstick,Revie Matte lip stick is the best for all day wear Great lipstick that has real staying power. I would buy it again and have sent as gifts to friends.,amazon,positive
matte liquid lipstick,Best color yet! Best color yet!!! Love it will keep adding more to my collection.,amazon,positive
matte liquid lipstick,Best lipstick color ever! You must always offer shade 22. It’s my go-to color.,amazon,positive
matte liquid lipstick,"Love the shade twenty! Long last, doesn’t smear, love the color! Doesn’t dry lips like other matte lipsticks!",amazon,positive
matte liquid lipstick,"Matte No Smear These are really good, last long, and no smear, love this because it doesn’t dry your lips like other matte products.",amazon,positive
matte liquid lipstick,You NEED it! Love love love this lipstick! The formula feels amazing! The color stays on so well! I don’t have a single complaint.,amazon,positive
matte liquid lipstick,"So smooth I get soo many compliments on this. Love it, long wearing.",amazon,positive
matte liquid lipstick,"The perfect pinky nude I rarely buy the same lipstick twice, but I’m obsessed with Bunny and it’s the PERFECT shade!",amazon,positive
matte liquid lipstick,Amazing Amazing and love the texture and color. Perfect and amazing.,amazon,positive
matte liquid lipstick,LOVE!! OMG LOVE LOVE LOVE!! The color is just like the pic!!,amazon,positive
matte liquid lipstick,Perfect brown shade for darker skin tone! I’m always chasing the perfect brown! Ginger makes me happy at the moment and has become my everyday grab and go.,amazon,positive
matte liquid lipstick,Must have-! I’m in love with this shade (Sister sister) plus it lasts long.,amazon,positive
matte liquid lipstick,Love this my favorite go to color Love this color it's my quick and easy go-to color.,amazon,positive
matte liquid lipstick,The holy grail of lipstick I wasn’t a believer until my friend bought me a lip kit and now I can’t go back to any other liquid lipstick! These are simply the best!,amazon,positive
matte liquid lipstick,Amazing The color stays put and doesn’t leave my lips dry. It looks settled and lasts a while.,amazon,positive
matte liquid lipstick,"My daily lippie My favorite shade, it complements so nicely on my complexion.",amazon,positive
matte liquid lipstick,"Best Formula My makeup is not complete without lipstick & all I wear are Kylie lipsticks. It is the only formula that does not dry out my lips, crack, or wear off. I swear by my Kylie lipsticks!",amazon,positive
matte liquid lipstick,"Best lipstick on the market 8 years ago I found Kylie lip kits, and have been buying them since. No other lipstick looks or works like these matte lipsticks. I own at least 30 of them and I have no need for any other brands! They go on beautifully, last ALL DAY, and only need to be reapplied if I eat something that has an oil/oily ingredient.",amazon,positive
matte liquid lipstick,Pretty color I got the Clove color which is a nice brownish tone.,amazon,positive
matte liquid lipstick,Long lasting I am about to check out with my third order of this lipstick! Absolutely love it!,amazon,positive
matte liquid lipstick,Love it! This is my favorite color! Goes well with a lot of outfits!,amazon,positive
matte liquid lipstick,Best Liquid lipstick. This is the best Matte lipstick ever. Really loved my red shade.,amazon,positive
matte liquid lipstick,Long lasting!! Love how I can wear it all day without the need of reapplying!,amazon,positive
matte liquid lipstick,Great shade!! I bought this with the BOHO promo (back to school sale) and the shade is perfect!,amazon,positive
matte liquid lipstick,The best Matt lipstick Ever have The quality of the Matt lipstick is just wow feeling.,amazon,positive
matte liquid lipstick,Great features! I bought this a month ago and was the best choice ever.,amazon,positive
matte liquid lipstick,"Beautiful lipstick Beautiful color & lasts. Couldn’t get the color I wanted in Australia, so ordered online. Came quickly & so well packaged. Thank you.",amazon,positive
matte liquid lipstick,"My new favorite matte lippy! Beautiful shade, is the perfect finish for winter that I was looking for!",amazon,positive
matte liquid lipstick,Do yourself a favor and buy this This color is amazing and everything you want in a lipstick. It held on through a whole night of drinking without coming off or becoming dry and flaky.,amazon,positive
matte liquid lipstick,gift A gift for my wife in her favorite color. Glad to find it.,amazon,positive
matte liquid lipstick,"Obsessed!! Once again, these liquid lipsticks are everything!! This shade is so stunning! The liner is so creamy and smooth, it’s perfect to create a gorgeous lip look with on its own and with the lipstick on top! The formula of the liquid lipstick is so nice! It’s not too drying on the lips, is long lasting, and has a great hold! One of my fave products by far!",amazon,positive
