Product,Comment,Website,Label
eye cream,This product truly works. My eyes are less puffy in the morning and I do not have to use makeup to cover the bags,kylie cosmetics,positive
eye cream,"I got a sample of this and love it, it creates a cooling and very slight tingling sensation under my eyes which feels great in the morning and wakes up my eyes",kylie cosmetics,positive
eye cream,"Planning to buy a full bottle! I’m not a big eye cream person because I usually don’t feel that they do anything but I can feel this one working! I also love that it’s a little tinted, and the texture is perfect!",kylie cosmetics,positive
eye cream,"
Works well, just the applicator was rough and hurt my under eye",kylie cosmetics,positive
eye cream,One of the only eye creams that doesn’t leave my under eyes looking or feeling greasy! Found that the yellow tint helps my under eye darkness so much! My eyes look refreshed everyday thanks to this! ,kylie cosmetics,positive
eye cream,Love this product it's like a drink of water to the eyes. Super hydrating & comfortable. Thank you Kylie skin!,kylie cosmetics,positive
eye cream,Omg! I’ve always had dark under eyes but not anymore. This product is so great at just saying good bye to those dark circles,kylie cosmetics,positive
eye cream,Very happy with this eye cream. Smells lovely and doesnt leave a sticky residue. I would have preferred a metal applicator like some other eye creams have but thats just me being picky as it feels soothing when used.,kylie cosmetics,positive
eye cream,This eye cream is so smooth. A little goes a long way!! I just got it a couple days ago and can tell my eyes are looking a little brighter instead of looking like a racoon haha! I also love the packaging.,kylie cosmetics,positive
eye cream,"I keep my eye cream in my mini fridge, along with my vitamin c serum and face cream.",kylie cosmetics,positive
eye cream,I love this product! It has a tingle effect and plumps the under eye up.,kylie cosmetics,positive
eye cream,Remove the dark circle almost instantly and keep my under eye hydrated all day,kylie cosmetics,positive
eye cream,This eye cream is amazing. It’s nice and thick and soothing. I have already seen amazing results with only after a few times using. I’m going to get them as gifts for my friends. Love love love,kylie cosmetics,positive
eye cream,"This eye cream is great! I got a sample and used that for a few weeks and decided to buy. A little goes along way. I am 50 and usually go for high end eye and skin care, but it was out of stock. Kylie eye cream is high end without the price tag!",kylie cosmetics,positive
eye cream,I love how it feels when I first put it on. It’s like I can feel a tiny little bit of cooling under my eyes,kylie cosmetics,positive
eye cream,As soon as you apply this eye cream it feels cool and refreshing. Personally i've noticed a reduction in wrinkles,kylie cosmetics,positive
eye cream,My face is dragged. This eye cream does not makes under my eyes firm! No fine lines or nothing. I loveeee this I use it at mornings and nights,kylie cosmetics,positive
eye cream,I was very impressed with this eye cream. I have never seen an eye cream that you could just apply directly from the tube,kylie cosmetics,positive
eye cream,"The formula is thick, not as greasy, and drives quicker than most eye creams. Very efficient. I feel refreshed every time I use it. Definitely a must buy.",kylie cosmetics,positive
eye cream,I love this eye cream. It’s very delicate on my eyes. I could notice a difference within a couple of days. Thank you Kylie!,kylie cosmetics,positive
eye cream,Been using for years now and I love it. I can’t live without it.,kylie cosmetics,positive
eye cream,This is a Christmas gift for someone that uses this all the time so I has given it a 5*,kylie cosmetics,positive
eye cream,"I love the eye cream and all of her products. They are truly great. I don't normally give a review, but feel I'd be selfish in not letting people know how wonderful her products are. I enjoy using them.",kylie cosmetics,positive
eye cream,I’ve been loving the eye cream! It really makes u look more awake!,kylie cosmetics,positive
eye cream,"Perfectly cover my dark circles, i must have item!",kylie cosmetics,positive
eye cream,Very good for my age and works very wel ! I am 53 and I love it!!,kylie cosmetics,positive
eye cream,It definitely woke up my eyes and loved the formula,kylie cosmetics,positive
eye cream,"It is a great under eye product! Wish it came a little bit bigger but still amazing, soft like butter",kylie cosmetics,positive
eye cream,One of the best eye creams I’ve ever used. Definitely recommend giving it a try!,kylie cosmetics,positive
eye cream,"Havent used this very long yet., so i cant tell a difference yet. It does feel wonderful though. Love the applicator",kylie cosmetics,positive
eye cream,"I love that it is creamy and applies so nicely. So many other under eye concealer products are so dry and pulls on your skin during application. This works wonderfully to brighten and soften, and I’m 66 yrs old!",kylie cosmetics,positive
eye cream,I love to use this cream in the mornings as it wakes up the eye area. I’ve tried many others and continue to go back to this. La Mer at night and Kylie in the morning.,kylie cosmetics,positive
eye cream,"It was my first eye cream, I repurchased it multiple times! So hydrating, and helps with my visible dark circles.",kylie cosmetics,positive
eye cream,I love this eye cream. It definitely brightens and creates a smooth base for your concealer.,kylie cosmetics,positive
eye cream,This is great!!!!! I’ve used many eye creams that irritate my eyes and this doesn’t.,kylie cosmetics,positive
eye cream,"So far so great , I’ve been using for two weeks and have never used an eye cream in my life . I decided to make my face a priority and really start trying to work on a good routine . My under eyes have never looked more refreshed",kylie cosmetics,positive
eye cream,I normally don’t buy eye creams but this one is great! It gives an instant brightness to the under eye area and is supper hydrating. If you like using eye creams I would recommend!,kylie cosmetics,positive
eye cream,Made the dark circles under my eyes disappear Within a month of using it,kylie cosmetics,positive
eye cream,LOVE this product! I’ve definitely noticed a difference since I’ve been using it. I look forward to putting it on every morning,kylie cosmetics,positive
eye cream,Love this! Makes my skin feel great helps with dark circles. Great quality and lasts ages,kylie cosmetics,positive
eye cream,"It really is such a strong formula. When I use it I can see the difference, and it's great to keep in your purse because the color of the formula is yellow. ",kylie cosmetics,positive
eye cream,"This product is the bomb to help with under-eye circles and to keep the underparts of your eyes moisturized! I have used it for over 2 weeks now, and I love it. It's easy to apply and doesn't feel tacky on your face. 10/10 for me!",kylie cosmetics,positive
eye cream,"After reading reviews I had to give this a try , of course I’ve tried many eye creams with no results . I was amazed , seriously after a few days I noticed a difference with lines fading away , only issue thou dark circles did not show any fading",kylie cosmetics,positive
eye cream,Definitely definitely makes under eyes brighter and smoother would recommend it but not for sensitive skin does give a burning tingling sensation for the first 3-5 days after it’s ok,kylie cosmetics,positive
eye cream,It doesn’t irritate my sensitive skin. The shipping is not fast .,kylie cosmetics,positive
eye cream,Love that I don’t have to touch my eyes and leaves my eyes feeling fresh,kylie cosmetics,positive
eye cream,Amazing cream easy to apply not to oily definitely buy again,kylie cosmetics,positive
eye cream,Idk if it actually helps but I like that it tingles when you put it on.,kylie cosmetics,positive
eye cream,Love it. Amazing texture and makes my eyes feel wonderful,kylie cosmetics,positive
eye cream,Immediate relief for tired eyes. Light formula and easy to apply.,kylie cosmetics,positive
eye cream,Really loving this product and results.It does burn just a little bit though,kylie cosmetics,positive
eye cream,"i love it, leaves the eyes hydrating, will be using it every day",kylie cosmetics,positive
eye cream,No words needed. The results speak for themselves.,kylie cosmetics,positive
eye cream,"I absolutely love this product, I have rebrought it numerous time because
 ive been using it every morning for years!",kylie cosmetics,positive
eye cream,It really makes your under eyes look and feel more awake,kylie cosmetics,positive
eye cream,So far so good. I can’t notice a huge difference yet though.,kylie cosmetics,positive
eye cream,"This started working in 3 days. No more rings under eyes.I put it on before
 bed and when I wake up in morning.",kylie cosmetics,positive
eye cream,"This eye cream genuinely wakes up your eyes and you can feel it working.
 It has a nice applicator that doesn’t require you to use your fingers and it
 has a nice light pigment",kylie cosmetics,positive
eye cream,I’ve been using it a couple weeks now and feel less self conscious about the dark circles/blue veins in my under eye area as I feel the skin looks brighter.,kylie cosmetics,positive
eye cream,Makes your eyes silky soft and brightens! Love love,kylie cosmetics,positive
eye cream,Very hydrating which I love cause my skin is dry . Goes on smooth.,kylie cosmetics,positive
eye cream,I’m in love with the eye cream. Being 35 I really needed this,kylie cosmetics,positive
eye cream,Perfect to cover up a late night and gets rid of bags under eyes.,kylie cosmetics,positive
eye cream,Love this eye cream especially the fact that you don’t have to put it on with your fingers. It just rolls on and feels so cool,kylie cosmetics,positive
eye cream,It’s the best thing I have ever used I use it everyday and can already see a difference,kylie cosmetics,positive
eye cream,"Kylie’s eye cream is totally awesome. It’s a neutral tone and a little goes
 long way! This product opens my eyes up and awakens my face. Love!",kylie cosmetics,positive
eye cream,Obsessed with this eye cream use it every day since it first came out love,kylie cosmetics,positive
eye cream,This one is a life saver it literally made my eyes so smooth abs soft and I never look tierd U need to try it!!,kylie cosmetics,positive
eye cream,"Been using this for a while now, love the texture seems to keep my eyes brighter and moisturised under makeup for longer.",kylie cosmetics,positive
eye cream,Love this cream beautiful works wonders for eyes .,kylie cosmetics,positive
eye cream,It does exactly as it claims ! This eye cream is amazing!,kylie cosmetics,positive
eye cream,Can't get enough. It will stay in my routine. Feels great not oily,kylie cosmetics,positive
eye cream,This eye cream has changed up my skincare game it is amazing and I really have puffy eyes and on the days I have to get up for work its a pick me up for me to wake up,kylie cosmetics,positive
eye cream,This eye cream is for you! This magically tube of goodness made the puffiness and dark circles under my eyes disappear. Like this cream brought me back to life!,kylie cosmetics,positive
eye cream,Wanted to always try and when I saw it came free with purchase I had to go for it and let me tell you! It works! I apply Everytime I out make up on especially when I've worked a 12 hour shift and have bags under my eyes. Helps make them disappear.,kylie cosmetics,positive
eye cream,Keeps the skin around my eyes moisturized. Goes on well,kylie cosmetics,positive
eye cream,I feel bad if I go to bed and forget to apply my eye cream. I love the texture of this and how it applies. I won't ever go without it!,kylie cosmetics,positive
eye cream,Good consistence and give Good moisture to my dry skin. Good value.,kylie cosmetics,positive
eye cream,I have been looking for an eye cream or serum to make my under eye bags seem nonexistent and this is the perfect thing! I tried the ordinary serum and this one is 100x better and also smells really good!,kylie cosmetics,positive
eye cream,"I like the smell, the texture and its refreshing. I feel the bags under my eyes gets lighter and firmer.",kylie cosmetics,positive
eye cream,I actually received this as a free gift and have used it with great results. I am definitely going to purchase this.,kylie cosmetics,positive
eye cream,It’s amazing! I have been trying to look for products that will work with my skin with no success. And these products has been working with me from day 1. Love them!!,kylie cosmetics,positive
eye cream,Great product at a great price. Smooths and depuffs.,kylie cosmetics,positive
eye cream,Tried this product for the first time… keep ya’all Posted if interested.,kylie cosmetics,positive
eye cream,"I love this product. I had lost of wrinkles and bags. Using it most of my wrinkles are gone, and my bags only appear when I’m tired.",kylie cosmetics,positive
eye cream,Great eye cream to use in the morning and at night before you go to bed.,kylie cosmetics,positive
eye cream,I love the eye cream. Been wearing it everyday since I got it,kylie cosmetics,positive
eye cream,AMAZING! Instant results... it's almost crazy. I literally wear my tinted moisturizer with this and it honestly works as my concealer. If you've been going back and fourth on purchasing.... BUY IT!!!!!!!!!,kylie cosmetics,positive
eye cream,"Love this eye cream so much I’ve been using it for 2 years now. Very brightening and hydrating but not too heavy, love it!",kylie cosmetics,positive
eye cream,My eyes look better now than they did 5 years ago. This is an amazing eye cream. I use it daily.,kylie cosmetics,positive
eye cream,"Amazing texture, finish and RESULTS!! ",kylie cosmetics,positive
eye cream,Highly recommend and keeping yourself stocked up to stay on your beauty regimen A-game!!,kylie cosmetics,positive
eye cream,My fourth time ordering this eye cream! I’m a lifetime user of the whole cleansing set!,kylie cosmetics,positive
eye cream,"My dark circles under my eyes were visibly reduced within 3 days of use. This eye cream is amazing, especially for the price!",kylie cosmetics,positive
eye cream,"Feels great on my under eyes, time will tell but so far so good!",kylie cosmetics,positive
eye cream,After using this eye cream for a year or more. I stopped to try 2 others. Neither of them were as good My dark circles started to appear and puffiness,kylie cosmetics,positive
eye cream,Liked this eye cream. Also acted like a concealer. Can’t believe it is a good product. Highly recommend.,kylie cosmetics,positive
eye cream,"I like the packaging. Thats a major bonus. Can you guys please make shipping to Canada more affordable, plus there are duties",kylie cosmetics,positive
eye cream,Can’t even express how wonderful this product is I love it And will continue to purchase it for ever. Makes my eyes look great !!!!,kylie cosmetics,positive
eye cream,This is my 4th or 5th tube and it is Amazing!! A++,kylie cosmetics,positive
eye cream,It does make your eyes feel rejunivated and bright,kylie cosmetics,positive
eye cream,This cream really works to brighten up the under eye! Worth every penny!,kylie cosmetics,positive
eye cream,This eye cream is the only one I’ve tried that has given me results on fixing dark circles. It is also one of the best price points for an eye cream I’ve paid. It’s literally win-win. My new go-to for sure.,kylie cosmetics,positive
eye cream,"Absorbs quickly. Leaves skin soft , fine lines gone. Love this eye cream",kylie cosmetics,positive
eye cream,Cant complain about it. Love how it feels and looks after use.,kylie cosmetics,positive
eye cream,"I love the applicator of this eye cream, the beautiful cream color, and how fast it worked and brightening my dark circles!",kylie cosmetics,positive
eye cream,Like the applicator. Very smooth and blends in nicely,kylie cosmetics,positive
eye cream,best eye cream I’ve ever had !! Package is sooo freaking cuuute and it works so well and it do it’s job !! ,kylie cosmetics,positive
eye cream,The eye cream is one I have never experienced. The application is super easy and hands free with the applicator provided. It is energizing and cool. Perfect way to wake up,kylie cosmetics,positive
eye cream,Great product at a great price! Working great for my sensitive skin and doing what it says it does!,kylie cosmetics,positive
eye cream,First time using this product. I really love how the eye cream is thick and a little bit goes along way. It helps with dark circles and I would recommend,kylie cosmetics,positive
eye cream,So far so good im seeing a difference im currently using this for my under eye loving my results,kylie cosmetics,positive
eye cream,I love this eye cream. My eyes are looking brighter and no more dark circles.,kylie cosmetics,positive
eye cream,"
Happy with Kylie Skin Eye Cream. Shrinks puffy eyes.",kylie cosmetics,positive
eye cream,"This eye cream is the most perfect one, small but mighty",kylie cosmetics,positive
eye cream,"This eyes cream is really nice, I love how it feels but I have not seen a difference with the puffiness under my eyes.",kylie cosmetics,positive
eye cream,love this eye cream. I’m 34 yo. I only bought it get my total up to free shipping and I was pretty blown away by how smooth and creamy and hydrating it is.,kylie cosmetics,positive
eye cream,One of the best eye products I’ve ever used a switch for another superstars skin products and my wrinkles came back thank you Kylie!,kylie cosmetics,positive
eye cream,I love this. My eyes look refreshed and I can see results. Will be buying again once I run out,kylie cosmetics,positive
eye cream,Great applicator and eyes are always less puffy and tired in the morning after applying at night,kylie cosmetics,positive
eye cream,Love this you can feel the product working once you put it on.,kylie cosmetics,positive
eye cream,"Made such a difference to my under eyes!! I’m obsessed!! I don’t look as tired and my eyes aren’t so puffy, I love this eye cream so much",kylie cosmetics,positive
eye cream,No obnoxious smell. Very gentle on the under eyes.,kylie cosmetics,positive
eye cream,I have a hard time with dark circles and this is the first product that has diminished my dark circles and i’ve only used this for a week.,kylie cosmetics,positive
eye cream,Omg i love this so much! It helps to brighten so much under the eye and helps with tired looking eyes. Literally the best ever!,kylie cosmetics,positive
eye cream,Beyond amazing! I’m so obsessed and I was definitely a skeptic before I bought it.,kylie cosmetics,positive
eye cream,Love love love this product! I can see a difference only 3 days in!,kylie cosmetics,positive
eye cream,I’m always on the go between my career and school so I don’t get a full 7-8 hours of sleep a night and my eyes will tel you that. I started using this and I could feel it working (a little tingly sensation) and I don’t look like I haven’t slept in days. The puffiness is down and I look more awake.,kylie cosmetics,positive
eye cream,The product does have a cooling effect so it doesn’t burn but you feel it working it magic. Would definitely buy again! Thanks KylieSkin,kylie cosmetics,positive
eye cream,Great product! Under my eyes are so soft. I definitely recommend!,kylie cosmetics,positive
eye cream,Love this eye cream! So soothing and rubs in nicely to my skin! Great for mornings!,kylie cosmetics,positive
eye cream,If I could give this eye cream 10 stars I would!,kylie cosmetics,positive
eye cream,It really works and it’s not expensive I love kylies stuff. Highly recommend,kylie cosmetics,positive
eye cream,Since I started using this eye cream there is a definite improvement of the skin under my eyes. No more wrinkles it works great. I highly recommend it,kylie cosmetics,positive
eye cream,"Great eye cream, with a handy applicator that hydrates the eye area really well",kylie cosmetics,positive
eye cream,Love this it’s helped with the puffiness under my eyes,kylie cosmetics,positive
eye cream,Great product that feels great under the eyes and on the lids.,kylie cosmetics,positive
eye cream,"Love this eye cream, used it for 2 days but can already see a different! Definitely would buy again.",kylie cosmetics,positive
eye cream,"Great eye cream. Ive noticed the dark circles under my eyes literally faded withind days and after using it for about a month, all cleared up. ",kylie cosmetics,positive
eye cream,Such a light weight I cream makes my eyes feel very refreshed and it’s very good for brightening dark circles that you may have under your eyes make up so it’s perfectly on top of it and it doesn’t slide or move during the day,kylie cosmetics,positive
eye cream,Only been using the eye cream for 3 days and I can tell a difference. You can tell this product was well made and it’s going to help reduce puffiness and it has a little tint to it if you have dark circles under your eye.,kylie cosmetics,positive
eye cream,This product takes away all of my morning dark circles and is so hydrating,kylie cosmetics,positive
eye cream,Great product and after a week I’m already seeing a diff under my eyes,kylie cosmetics,positive
eye cream,"My teenage years were spent working early in the morning and going to bed late at night, turning me into a human-sized raccoon. My dark circles have dark circles and this stuff has made me look like a human again.",kylie cosmetics,positive
eye cream,Love this eye cream it really has helped the little bit of puffiness that I sometimes get when I'm overtired.,kylie cosmetics,positive
eye cream,Leaves skin around the eyes feeling soft and silky. Normally my eyes get quite sore but this has helped so much.,kylie cosmetics,positive
eye cream,"I love it, I use it everyday and since I been using it I see improvement",kylie cosmetics,positive
eye cream,Really love how this freshens up my eye's in the morning.,kylie cosmetics,positive
eye cream,This product has improved the look of my under eye bags so much! I love the creamy feeling too!,kylie cosmetics,positive
eye cream,I love the hydration and the silky feel of the eye cream. I'm 48 and I have normal to dry skin. This product works wonders! Thank you,kylie cosmetics,positive
eye cream,Can’t get enough of this eye cream. Fantastic result,kylie cosmetics,positive
eye cream,"This eye cream is extraordinary satisfying. It keeps eyes moisturized, although not too moisturized at the same time. It has a nice cooling feeling that is not overpowering",kylie cosmetics,positive
eye cream,The BEST EYE CREAM! I love everything about the product from the package to the product.,kylie cosmetics,positive
eye cream,"Skin is smoother around the eye, dark circles fading after a few uses, tried many other eye creams and this is the best so far",kylie cosmetics,positive
eye cream,Great eye cream for sensitive eyes. Usually any eye cream stings and makes my eyes water excessively this does not. Plus it’s dirt cheap!,kylie cosmetics,positive
eye cream,"My favorite product of all her products. I use this the most, I’ve already bought a second one go have on hand!",kylie cosmetics,positive
eye cream,I love this product love everything that I got from Kylie skin,kylie cosmetics,positive
eye cream,"Use this every night, ive noticed a difference just after two uses. The skin under my eyes looks brighter and the creases are less noticeable. I'll repurchase",kylie cosmetics,positive
eye cream,Absolutely love this eye cream it’s better then any other product I’ve tried it has helped my dark circles so much just,kylie cosmetics,positive
eye cream,"I honestly cant live without this product. I use it everyday - and whenever Im too tired to use it, I instantly regret it In the mornig bc it makes a HUGE difference. THIS IS AMAZING KYLIE!!!!",kylie cosmetics,positive
eye cream,Makes my under eyes look full and woke!! Absolutely Love it ,kylie cosmetics,positive
eye cream,I can totally see a difference in the fine lines by my eyes and between,kylie cosmetics,positive
eye cream,"I love this eye cream, it's very smooth and my daughter's noticed a difference.",kylie cosmetics,positive
eye cream,This is the second time Ive bought this eye cream. It work SO well and lasts a long time. A little goes a long way. Tbh Ill buy it again,kylie cosmetics,positive
eye cream,This eye cream has improved the appearance of dark circles around my eyes. I use it day and night. I believe it has helped and will purchase again when this one runs out.,kylie cosmetics,positive
eye cream,"Best eye cream I’ve ever used, I’d definitely recommend trying this!",kylie cosmetics,positive
eye cream,I can see the dark circles faded away after a week,kylie cosmetics,positive
eye cream,I have had dark circles under my eyes for so long and nothing would get rid of them until I tried this and used it consistently and it actually works!,kylie cosmetics,positive
eye cream,"Love this product, it works wonders in my tired eyes. Highly recommend.",kylie cosmetics,positive
eye cream,love it!! Bought lots of products and this is the only one so far that Im impressed by! Works well to eliminate dark circles and puffiness!,kylie cosmetics,positive
eye cream,"Absolutely love this eye cream, it had such good reviews and I agree! Perfect consistency not to thick but not to thin and not greasy at all! Absorbs really well and feels fresh.",kylie cosmetics,positive
eye cream,Never fail to use this every day after getting out of the shower and it has never failed me. Sometimes my makeup remover dries out my skin and this stuff always manages to fix my dry cracked skin and leaves it feeling incredible and looking fresh by the next morning,kylie cosmetics,positive
eye cream,First time using and so far I love it. Can not wait to see long term results,kylie cosmetics,positive
eye cream,I feel like this product instantly brightens my under eye and overtime evens out my skin tone!,kylie cosmetics,positive
eye cream,So perfect and soft! I put it every night + the moisturizer to the face. I recommend this 100%,kylie cosmetics,positive
eye cream,Im using this for over a year and I love it!!! Keeps my eyes looking fresh and awake! Best eye cream EVER!,kylie cosmetics,positive
eye cream,Love this product best eye cream I have used for younger skin,kylie cosmetics,positive
eye cream,"Goes on so smooth. Easily to apply sight onto eye area. I have been using
 this day and evening and my eyes are a lot less dry underneath. Makeup
is easier to go on too!",kylie cosmetics,positive
eye cream,"I haven’t been getting a lot of sleep lately but my black circles have actually gotten better since using this eye cream. I’ve always used eye creams and they didn’t do much for me, but I just like using them still, I was so surprised by this one! ",kylie cosmetics,positive
eye cream,"I have never used cream for my eyes but I LOVE this! I didn’t realise how much my eyes actually needed to be moisturised until I started using this. The nozzle works really well when blending into your skin, it gets rid of them tired looking eyes.",kylie cosmetics,positive
eye cream,The eyecream is sooo good i can see the difference in just a few days. Makes me feel confident to go about without any makeup on highly recommendedddd,kylie cosmetics,positive
eye cream,I really like this eye cream. Looking forward to seeing great results. I will definitely be reordering it.,kylie cosmetics,positive
eye cream,Saw results within 2 weeks ,kylie cosmetics,positive
eye cream,The best ever eye cream i have ever used and it really works.,kylie cosmetics,positive
eye cream,This is the 2nd time I order this eye cream. It is incredible and the results are instant. I've been using high end eye creams for like 8 years and non of them did what this cream did,kylie cosmetics,positive
eye cream,Ive been using for a couple of weeks now and can see an real difference in my eyes not so red,kylie cosmetics,positive
eye cream,Love the eye cream! Goes on smooth and leaves my eye area feeling smooth with less fine lines.,kylie cosmetics,positive
eye cream,Definitely helps with my under eye bags! And reduces the appearance of my fine lines around my eyes!,kylie cosmetics,positive
eye cream,"The first time I tried it, it burned a little and I was afraid...but kept up with it and it never happened again. Maybe it was just a fluke",kylie cosmetics,positive
eye cream,Skin feels young and soft. I have my next order in mind it can’t come soon enough!,kylie cosmetics,positive
eye cream,Easy application does it for me. Under eye area appears smoother.,kylie cosmetics,positive
eye cream,I've been looking for a good eye cream for ages. I've found it!!,kylie cosmetics,positive
eye cream,"I haven't really been using it due to the quarantine but I put it on a couple times made the skin under my eyes really soft . I'm in love with the socks as well, I wore them on Halloween",kylie cosmetics,positive
eye cream,"This is my first time trying it and I wasn't sure at first, but after using it just a few times, it's definitely a great product!.. It takes the puffiness away and you can definitely see a difference around the eye area.",kylie cosmetics,positive
eye cream,Brilliant... can see a difference already... applied 4 times,kylie cosmetics,positive
eye cream,My favorite eye cream. I’ve tried many brands but this has been the only one to truly make a difference with the bags under my eyes. I love that it’s slightly tinted.,kylie cosmetics,positive
eye cream,love it immediate results! woke up one morning with puffy ness applied it and gone !! forever a customer!!,kylie cosmetics,positive
eye cream,I absolutely love this eye cream and I’m so glad I got it. It’s so soft and so smoothing. Love using it before makeup too and works as such a good primer! Also love the natural ingredients such as pomegranate and green tea.,kylie cosmetics,positive
eye cream,"Absolutely LOVE the eye cream. Pumps, revitalises and relieves puffiness. Light and refreshing I use I TV in the mornings and evenings",kylie cosmetics,positive
eye cream,Any mom would appreciate this eye cream. Hydrating and helps for those sleepless nights. I have sensitive skin around my eyes and never had any issues with this eye cream.,kylie cosmetics,positive
eye cream,Any mom would appreciate this eye cream. Hydrating and helps for those sleepless nights. I have sensitive skin around my eyes and never had any issues with this eye cream.,kylie cosmetics,positive
eye cream,I love this eye cream. The consistency is thick but it melts into your skin like magic. My eyes look super refreshed!,kylie cosmetics,positive
eye cream,"I never write reviews, but this product is amazing.",kylie cosmetics,positive
eye cream,"BEYOND AMAZING!!!!!! A MUST BUY, MUST HAVE .... Will stick up asap",kylie cosmetics,positive
